season,episode,release,title,rating,description
2,8,18 Nov. 2015,Blood Sisters,7.1,"On a mission to escort a courier with secret information vital to the rebel cause to a rendezvous point, Sabine must face off against her old friend and partner."
2,9,25 Nov. 2015,Stealth Strike,8.3,"A new Imperial ship captures Ezra, Commander Sato, and his crew, forcing Kanan and Rex to go undercover as stormtroopers to free the rebels."
2,10,2 Dec. 2015,The Future of the Force,8.6,"Ezra and Kanan are sent to investigate the retrievals being made by the Inquisitors, learning of their plot to capture Force-sensitive infants."
2,11,9 Dec. 2015,Legacy,8.0,"As the Empire attacks the rebels, Ezra is drawn to information about his parents and their fate."
2,12,20 Jan. 2016,A Princess on Lothal,8.0,"Bail Organa sends his daughter to Lothal to help the rebellion acquire ships for their fleet, but an Imperial lockdown forces them to come up with a new plan."
2,13,27 Jan. 2016,The Protector of Concord Dawn,7.8,"In need of new hyperspace routes due to Imperial pressure, the rebels find a shortcut but must gain permission from the leader of the nearby system."
2,14,3 Feb. 2016,Legends of the Lasat,7.5,"The rebels are stunned to discover two Lasat refugees, and together they must evade the Empire to get the Lasat to their prophesized new home planet."
2,15,10 Feb. 2016,The Call,7.2,"On a mission to obtain fuel for the rebel fleet, the crew protects space creatures from the mining operation that threatens the creatures' lives."
2,16,17 Feb. 2016,Homecoming,7.5,The Ghost crew journeys to Ryloth to aid a rebel cell.
2,17,24 Feb. 2016,The Honorable Ones,8.4,Zeb and Agent Kallus are stranded on a frozen planet together and must work together to survive.
2,18,2 Mar. 2016,Shroud of Darkness,9.2,"Kanan, Ezra, and Ahsoka return to the Lothal Jedi Temple to find out how the Inquisitors have continually been able to track the rebels."
2,19,16 Mar. 2016,The Forgotten Droid,7.4,"When Chopper's attempts to buy a new leg fails, he ends up stealing one and escaping on an Imperial ship where he makes friends with an inventory droid."
2,20,23 Mar. 2016,The Mystery of Chopper Base,7.4,"The crew lands on the new base on a strange desert planet inhabited by strange spiderlike creatures. Ahsoka, Kanan and Ezra prepare to solve the mystery of Darth Vader."
2,21,30 Mar. 2016,Twilight of the Apprentice: Part I,9.4,The Jedi find an unexpected ally at the forbidden planet of Malachor.
2,22,30 Mar. 2016,Twilight of the Apprentice,9.8,"After gaining information about the Sith, Kanan, Ezra and Ahsoka battle the Inquisitors with the help of a new ally, but are overmatched when Vader arrives."
3,1,24 Sep. 2016,Steps Into Shadow,8.4,"Ezra, Sabine, Zeb, Chopper and Hera set out to rescue Hondo Ohnaka, while Kanan finds an ancient Force creature known as the Bendu."
3,2,1 Oct. 2016,The Holocrons of Fate,8.5,"When Maul takes the crew of the Ghost hostage, Ezra and Kanan must pass a trial in order to recover an ancient Sith artifact to save them."
3,3,8 Oct. 2016,The Antilles Extraction,7.6,Sabine goes undercover as a cadet in the Empire's elite flight academy to help break out several young pilots wanting to defect to the rebellion.
3,4,15 Oct. 2016,Hera's Heroes,7.8,"While on her home world to save her father, Hera returns home to collect a priceless family heirloom and winds up in the hands of the occupying force - Grand Admiral Thrawn's."
3,5,22 Oct. 2016,The Last Battle,8.3,"On a salvage mission led by Captain Rex, the Ghost crew is captured by a unit of old battle droids determined to fight one last battle to end the Clone Wars."
3,6,5 Nov. 2016,Imperial Supercommandos,7.6,"After losing contact to the Protectors of Concord Dawn, Sabine, Ezra and Fenn Rau investigate. They quickly discover that Imperial Mandalorians have taken over the station."
3,7,19 Nov. 2016,Iron Squadron,6.4,"Ezra and Sabine join forces to subdue a young pilot ace and his crew, who are foolishly risking their lives to defend their home planet."
3,8,26 Nov. 2016,The Wynkahthu Job,6.7,"The rebels join forces with ruthless pirates to salvage a freighter full of weapons the rebellion needs. However, the mission turns out to be way more dangerous than they expected."
3,9,3 Dec. 2016,An Inside Man,8.2,"Ezra and Kanan infiltrate an Imperial factory on Lothal to investigate the production of a new weapon. With the help of Ryder, they have to trust an enemy to escape a lockdown."
3,10,10 Dec. 2016,Visions and Voices,8.6,"Haunted by visions of Maul, Ezra journeys across the galaxy to participate in a strange ritual which will sever his connection to the old master."
3,11,7 Jan. 2017,Ghosts of Geonosis: Part 1,8.0,"After finding a missing rebel team member, the Ghost crew discovers another surprise on Geonosis and works to conceal it from Imperial forces."
3,12,7 Jan. 2017,Ghosts of Geonosis: Part 2,7.9,"With finding Saw and making another discovery on Geonosis, the rebel team goes deeper into the tunnels just to see what is so important."
3,13,14 Jan. 2017,Warhead,7.2,"Chopper and Zeb find a droid out in the Atollon wasteland. Upon returning it to base, they learn that it is an Imperial droid programmed to hunt and kill rebels."
3,14,21 Jan. 2017,Trials of the Darksaber,9.0,"To help recruit her people to join the rebels, Sabine reluctantly agrees to learn to wield an ancient Mandalorian weapon but finds the challenge more difficult than expected."
3,15,18 Feb. 2017,Legacy of Mandalore,8.6,"Hoping to get her family to help the rebels, Sabine returns home with Kanan and Ezra, and finds herself embroiled in her family's power struggle for Mandalore."
3,16,25 Feb. 2017,Through Imperial Eyes,8.8,"The rebels attempt to save a rebel spy, fearing that their identity will be unveiled by the Empire."
3,17,4 Mar. 2017,Secret Cargo,8.2,"Hera, Zeb and Ezra are tasked with transporting a highly valuable Rebel leader away from Imperial control, but Thrawn's new TIE models prove trickier than the Ghost crew expected."
3,19,11 Mar. 2017,Double Agent Droid,7.0,"Chopper and AP-5 infiltrate an Imperial station in order to steal some necessary codes, when things go awry for the two droids and the crew of the Ghost."
3,20,18 Mar. 2017,Twin Suns,9.4,"Reacting to a vision of Maul, Ezra defies Hera and Kanan to travel to a remote planet in hopes of stopping the former Sith lord from carrying out his plans."
3,21,25 Mar. 2017,Zero Hour: Part 1,9.0,"The rebels make their final preparations for the attack on Lothal, but Grand Admiral Thrawn threatens to undo all that they have built."
3,22,25 Mar. 2017,Zero Hour: Part 2,8.9,Hera and Kanan fight to keep the squadron alive while trapped on Atollon. Ezra seeks to break the blockade with help from an unlikely source.
4,1,16 Oct. 2017,Heroes of Mandalore: Part 1,7.7,The rebels work with Mandalorian Clan Wren to free Sabine's father from the clutches of the Empire.
4,2,16 Oct. 2017,Heroes of Mandalore: Part 2,7.6,Sabine learns that the devastating weapon the Empire is using against the Mandalorians is derived from her prototype. She has to decide whether to destroy it or use it herself.
4,3,23 Oct. 2017,In the Name of the Rebellion: Part 1,7.9,"As members of the Rebel Alliance, Ezra and the Ghost crew must accept a mission to spy on an Imperial outpost they would rather destroy."
4,4,23 Oct. 2017,In the Name of the Rebellion: Part 2,8.1,"After being separated from Hera and Kanan, Ezra and Sabine join the desperate quest of Saw Gerrera to hunt down the Empire's elusive secret superweapon."
4,5,30 Oct. 2017,The Occupation,7.7,Ezra and the Ghost crew are called back to Lothal when a new Imperial threat rises.
4,6,30 Oct. 2017,Flight of the Defender,8.1,Ezra and Sabine steal an Imperial prototype TIE fighter but must rely on some unexpected help to escape from Thrawn.
4,7,6 Nov. 2017,Kindred,8.1,"Tracked back to their hidden base by a mysterious Imperial agent, the rebels must trust some seemingly dangerous native creatures, who are far more than meets the eye."
4,8,6 Nov. 2017,Crawler Commandeers,7.1,"Desperate to contact Rebel command, the Ghost crew pirates a mining vehicle with long range communications gear, but the Empire arrives to spoil their plans."
4,9,13 Nov. 2017,Rebel Assault,8.3,"Hera leads a courageous attack against Grand Admiral Thrawn's forces, but when things go awry, her battle to win must become a daring escape if she is to survive."
4,10,19 Feb. 2018,Jedi Night,9.4,The Ghost Crew infiltrates the Imperial headquarters on Lothal to save one of their own.
4,11,19 Feb. 2018,DUME,8.3,"Reeling from a devastating loss, the Ghost Crew rallies together to find a new purpose and resolve."
4,12,26 Feb. 2018,Wolves and a Door,8.6,Ezra leads the Ghost crew back to the Jedi temple on Lothal where they discover that the Empire has diabolical plans for the powerful secrets it holds.
4,13,26 Feb. 2018,A World Between Worlds,9.5,"While the other rebels engage the Imperial forces outside the Jedi Temple, Ezra gains access inside and experiences a stunning revelation."
4,14,5 Mar. 2018,A Fool's Hope,8.8,Ezra calls in every favor he can to rally together a ragtag group for a seemingly impossible fight against Governor Pryce and her Imperial forces.
4,15,5 Mar. 2018,Family Reunion - and Farewell,9.4,"Ezra's team takes drastic action to free Lothal, entering Imperial HQ, and Thrawn returns to stop them;"
4,16,Family Reunion - and Farewell Part 2,Know what this is about?,,Be the first one to add a plot.
