season,episode,release,title,rating,description
1,18,13 Feb. 2009,Mystery of a Thousand Moons,7.1,"The fatal Blue Shadow Virus is released, infecting Ahsoka, Padmé and many clone troopers. Anakin and Obi-Wan must find the antidote on a mysterious planet from which no visitor has ever returned."
1,19,27 Feb. 2009,Storm Over Ryloth,7.7,The Separatists have invaded the Twi'lek home planet of Ryloth. Anakin and Ahsoka lead a squadron of fighters against a Trade Federation battleship commanded by Neimoidian Captain Mar Tuuk.
1,20,6 Mar. 2009,Innocents of Ryloth,8.1,"To sabotage a powerful Separatist weapon, Obi-Wan and a small clone force enter an occupied town, and discover that its residents are being used as a living shield."
1,21,13 Mar. 2009,Liberty on Ryloth,7.8,Mace Windu and his clone troopers aim to liberate the Ryloth capitol of Lessu but needs to acquire the help of a Twi'lek resistance group led by Cham Syndulla in order to do so.
1,22,20 Mar. 2009,Hostage Crisis,8.1,"To free crime lord Ziro the Hutt, bounty hunters seize control of the Senate Building and take hostages, unaware that Anakin Skywalker is still inside."
2,1,2 Oct. 2009,Holocron Heist,8.0,Darth Sidious commissions a bounty hunter to break into the Jedi Temple Archives.
2,2,2 Oct. 2009,Cargo of Doom,8.1,"With Anakin and Ahsoka in pursuit, Cad Bane seeks the last piece to unlock the holocron he stole for Darth Sidious."
2,3,9 Oct. 2009,Children of the Force,7.8,"With the information from the stolen holocron, Darth Sidious orders Cad Bane to kidnap several Force-sensitive children for his scheme."
2,4,17 Oct. 2009,Senate Spy,7.1,"At the Jedi High Council's request, Padmé investigates a Separatist conspiracy in the Senate."
2,5,4 Nov. 2009,Landing at Point Rain,8.2,"Anakin, Ahsoka, Obi-Wan and Ki-Adi-Mundi lead a landing party to destroy a droid factory on Geonosis."
2,6,13 Nov. 2009,Weapons Factory,7.8,"Luminara and Anakin act as decoys to divert new enemy super-tanks, while Padawans Barriss Offee and Ahsoka attempt to destroy a Separatist droid factory."
2,7,20 Nov. 2009,Legacy of Terror,7.8,"Luminara Unduli disappears during a sandstorm while following Poggle the Lesser. When Anakin and Obi-Wan track her to an ancient temple, they are attacked by undead Geonosian warriors."
2,8,4 Dec. 2009,Brain Invaders,8.1,"Ahsoka, Barris and Tango Company board a supply ship to a station near Ord Cestus. But one of the troopers has been infected by a Geonosian brain worm and has taken along a nest full of worm eggs to submit the others."
2,9,1 Jan. 2010,Grievous Intrigue,8.0,"Master Eeth Koth has tracked down General Grievous, but is soon captured and tortured as an example to the Jedi. Obi-Wan, Anakin and Adi Gallia mount a rescue attempt, unaware that Grievous is expecting them to do just that."
2,10,1 Jan. 2010,The Deserter,8.1,"Obi-Wan and a detachment of the 501st track down General Grievous on Saleucami. When Captain Rex is injured he is taken to a farmhouse to recuperate, only to find the farmer has a familiar face."
2,11,22 Jan. 2010,Lightsaber Lost,7.8,"During a mission in the underworld of Coruscant, a pickpocket steals Ahsoka's lightsaber. Too ashamed to tell Anakin, she sets out to look for the thief alone, but gets help from Tera Sinube, an ancient Jedi Master."
2,12,29 Jan. 2010,The Mandalore Plot,8.1,"Firmly opposed to war, Duchess Satine of Mandalore heads the Council of Neutral Systems. Obi-Wan Kenobi investigates rumors of the resurgence of the so-called Death Watch on her planet."
2,13,5 Feb. 2010,Voyage of Temptation,8.2,"Obi-Wan and Anakin guard the Duchess Satine and members of The Council of Neutral Systems as they travel to Coruscant aboard the luxury vessel Coronet, but a traitor amongst them has smuggled aboard a spider-shaped assassin droid."
2,14,12 Feb. 2010,Duchess of Mandalore,7.7,"On Coruscant, word reaches Duchess Satine that Death Watch is mobilizing, sparking a preemptive Republic invasion. On the run from Republic authorities, Satine and Obi-Wan set off to discover the group's true motives."
2,15,5 Mar. 2010,Senate Murders,7.0,"Padmé is working to to introduce a bill to minimize military spending and halt the creation of clone troopers. But when one of her most trusted allies is poisoned, she and Bail Organa set out to expose the murderer."
2,16,26 Mar. 2010,Cat and Mouse,7.6,"Anakin is tasked to fly a prototypical cloaked ship to get supplies to Bail Organa on Christophsis, but can't resist an urge to attack a blockade headed by the infamous Admiral Trench."
2,17,2 Apr. 2010,Bounty Hunters,7.7,"Obi-Wan, Anakin and Ahsoka crash land on Felucia and reluctantly join four bounty hunters in defending a village from Hondo Ohnaka's pirate gang."
2,18,9 Apr. 2010,The Zillo Beast,7.6,"When the Republic detonates a powerful electro-proton bomb to settle the battle of Malastare, it accidentally wakens an ancient and thought to be extinct Zillo Beast."
2,19,16 Apr. 2010,The Zillo Beast Strikes Back,7.8,The Zillo Beast has been captured and is brought to Coruscant for testing. Chancellor Palpatine wants to learn the secrets of its invulnerability but only manages to make the beast angry enough to escape.
2,20,23 Apr. 2010,Death Trap,7.9,"Determined to have his revenge on Mace Windu, Boba Fett infiltrates Jedi cruiser Endurance as part of a group of young clone cadets."
2,21,30 Apr. 2010,R2 Come Home,7.6,"When Anakin and Mace try to rescue Admiral Kilian from his crashed cruiser, they walk into a trap set by Boba Fett and his bounty hunter associates. Then it is up to R2-D2 to try and get a message out."
2,22,30 Apr. 2010,Lethal Trackdown,8.2,"Boba Fett and Aurra Sing are using hostages to force Mace Windu to face them. With Mace and Anakin still recovering, Plo Koon and Ahsoka Tano track down the bounty hunters."
3,1,17 Sep. 2010,Clone Cadets,7.9,"Unless they want to flunk out, the clones of Domino Squad must learn to work together during their training on Kamino."
3,2,17 Sep. 2010,ARC Troopers,8.5,"General Grievous and Asajj Ventress combine forces in an attack on Kamino. As Anakin and Obi-Wan rush to aid Tipoca City, the clones prepare to defend their home planet."
3,3,24 Sep. 2010,Supply Lines,7.1,Jedi Master Ima-Gun Di and his men are trapped on the besieged world of Ryloth. Senator Bail Organa teams up with Representative Jar Jar Binks to convince neutral King Katuunko of Toydaria to send aid to the Twi'leks of Ryloth.
3,4,1 Oct. 2010,Sphere of Influence,7.2,"When newly elected Chairman Papanoida's daughters are kidnapped, Senator Chuchi and Ahsoka Tano investigate the Trade Federation while Papanoida and his son follow a lead to Jabba's palace."
3,5,8 Oct. 2010,Corruption,7.0,When Padmé visits Mandalore on a diplomatic mission she finds herself investigating an outbreak of a mysterious illness at a school with Duchess Satine.
3,6,15 Oct. 2010,The Academy,7.0,Ahsoka is assigned to tutor at a leadership academy on Mandalore. Duchess Satine's nephew Korkie and three of his classmates discover a conspiracy involving the black market and the planet's food supplies.
3,7,22 Oct. 2010,Assassin,7.8,Ahsoka receives visions about Aurra Sing attempting to assassinate Padmé Amidala and decides to accompany the Senator on a peace mission to Alderaan.
3,8,5 Nov. 2010,Evil Plans,6.3,C-3PO and R2-D2 are tasked to get some Jogan fruit for a reception honoring Roonan Senator Aang. But the droids are targeted by bounty hunter Cad Bane who wants to extract information regarding the Senate from their data banks.
3,9,12 Nov. 2010,Hunt for Ziro,7.4,"Obi-Wan Kenobi and Quinlan Vos are assigned to retrieve Ziro the Hutt after his escape from prison. But Ziro is instantly put on trial by the five Hutt families on Nal Hutta, where his only ally may be an old lover."
3,10,19 Nov. 2010,Heroes on Both Sides,7.7,"Padmé visits her old mentor Mina Bonteri, who has chosen the side of the Separatists but is urging for peace talks. But the Banking Clan and several corrupt senators conspire against this initiative."
3,11,3 Dec. 2010,Pursuit of Peace,7.4,"Senators Amidala and Organa are opposed to funding five million new clone troopers, but they and other like-minded dignitaries find themselves targeted by thuggish bounty hunters set on changing their vote."
3,12,7 Jan. 2011,Nightsisters,8.8,"Darth Sidious orders Lord Tyrannus to eliminate Asajj Ventress, lest her becoming too powerful. But Ventress escapes and manages to make her way back to her home planet of Dathomir, vowing revenge on Count Dooku."
3,13,14 Jan. 2011,Monster,8.8,"Count Dooku accepts Mother Talzin's offer to present him with a warrior from the same tribe as Darth Maul. However, Talzin and Asajj Ventress pick and train the warrior and use Nightsister magic to bend him to their will."
3,14,21 Jan. 2011,Witches of the Mist,9.0,"As Count Dooku trains Savage Opress in the ways of the Dark Side, Obi-Wan and Anakin travel to Dathomir to learn more about this Zabrak Jedi killer."
3,15,28 Jan. 2011,Overlords,8.9,"A mysterious force draws Anakin, Obi-Wan and Ahsoka to a distant planet to determine whether Anakin is truly the Chosen One."
3,16,4 Feb. 2011,Altar of Mortis,8.7,"Before the Jedi can leave Mortis, the Son abducts Ahsoka and infects her with the dark side. While Anakin faces his Padawan, the Daughter reveals to Obi-Wan the only weapon that can defeat her brother: the Dagger of Mortis."
3,17,11 Feb. 2011,Ghosts of Mortis,8.9,The Son shows Anakin a vision of the future to sway him to his side. Obi-Wan and Ahsoka must make sure the Son does not leave Mortis aboard their Jedi shuttle.
3,18,11 Feb. 2011,The Citadel,8.2,"Obi-Wan, Anakin and some of their best troopers allow themselves to be frozen in carbonite in an attempt to break into the Seperatist prison known as the Citadel to rescue Master Even Piell."
3,19,4 Mar. 2011,Counter Attack,8.2,The Jedi and their troops have split up to safeguard the vital information but find that getting out of the Citadel is even harder than getting in.
3,20,11 Mar. 2011,Citadel Rescue,8.3,Masters Plo Koon and Saesee Tiin head a desperate rescue operation to get the survivors of the Citadel infiltration mission and the information they carry.
3,21,1 Apr. 2011,Padawan Lost,7.9,Ahsoka is captured by a Trandoshan during a battle on Felucia. The reptilian aims to hunt her down for sport together with his kin.
3,22,1 Apr. 2011,Wookiee Hunt,8.0,The Jedi younglings led by Ahsoka free a Wookiee prisoner from a transport. Together they form a plan to attack the Trandoshan base ship.
4,1,16 Sep. 2011,Water War,7.3,"The water planet Mon Calamari is on the brink of civil war. Senator Amidala and her Jedi protector Anakin Skywalker take the side of the Mon Cal, while Separatist representative Riff Tamson spurs on the Quarren."
4,2,16 Sep. 2011,Gungan Attack,7.4,The Mon Cal and Jedi are in hiding beneath the underwater capital city of Mon Cal. The Jedi Council calls on the help of the Gungan army led by Jar Jar Binks.
4,3,23 Sep. 2011,Prisoners,7.4,Only Prince Lee-Char and Padawan Ahsoka Tano have escaped capture and must find a way to free their comrades as well as the entire planet from the impending rule of Riff Tamson.
4,4,30 Sep. 2011,Shadow Warrior,7.4,There is unrest on Naboo and the Gungans are considering to join the Separatists. But General Skywalker discovers Boss Lyonie is being influenced by dark magic against his will.
4,5,7 Oct. 2011,Mercy Mission,6.4,Commander Wolffe and his men aid the Aleena whose planet has recently suffered terrible quakes. Translator droid C-3PO and his counterpart R2-D2 find the natives need them to fulfill a special task.
4,6,14 Oct. 2011,Nomad Droids,6.5,3PO and R2 escape Master Galia's Jedi Cruiser in a Y-Wing fighter and find themselves in one bizarre situation after the other.
4,7,28 Oct. 2011,Darkness on Umbara,8.7,"During an assault on the shadowy world of Umbara, General Skywalker is called back to Coruscant. He has to relinquish command of the 501st legion to legendary Jedi Master Krell, who turns out to have a low opinion of clones."
4,8,4 Nov. 2011,The General,8.7,Krell sends Captain Rex and his troopers on an impossible mission: to conquer a heavily fortified Umbaran airbase.
4,9,11 Nov. 2011,Plan of Dissent,8.8,ARC Trooper Fives disagrees with General Krell's strategies and comes up with his own unauthorized plan using captured Umbaran star fighters.
4,10,18 Nov. 2011,Carnage of Krell,9.4,Rex and the 501st troopers refuse to execute Fives and Jesse for their insubordination. They are in for even bigger shock when General Krell orders another offensive.
4,11,25 Nov. 2011,Kidnapped,7.8,"The Separatists support Zygerrian slavers in taking over a Togruta colony on the neutral planet Kiros. Anakin and Ahsoka race to defuse a series of bombs, while Obi-Wan faces the Zygerrian leader, Darts D'Nar."
4,12,2 Dec. 2011,Slaves of the Republic,8.0,"On the planet Zygerria, Anakin poses as a slaver with Ahsoka as his prize while Obi-Wan and Rex seek out the whereabouts of the missing Togruta colony."
4,13,6 Jan. 2012,Escape from Kadavo,8.2,"While Obi-Wan and Rex are forced to work at the Kadavo slave camps, Count Dooku arrives at Zygerria and demands the execution of the captured Jedi."
4,14,13 Jan. 2012,A Friend in Need,8.1,"Lux Bonteri disrupts a peace conference between Seperatist and Republic representatives on Mandalore. Intent on safeguarding him, Ahsoka becomes involved in Lux's plan to take revenge on Count Dooku for his mother's death."
4,15,20 Jan. 2012,Deception,8.5,"Obi-Wan fakes his own death and goes undercover as his own 'killer', Rako Hardeen, so he can infiltrate Moralo Eval's plot to kidnap Chancellor Palpatine."
4,16,27 Jan. 2012,Friends and Enemies,8.4,"Disguised as Bounty Hunter Rako Hardeen, Obi-Wan Kenobi is on the run with criminal mastermind Moralo Eval and Cad Bane. But their partnership is on thin ice and Anakin and Ahsoka are in hot pursuit."
4,17,3 Feb. 2012,The Box,8.8,Count Dooku challenges eleven bounty hunters to survive several deadly levels devised by Moralo Eval. The winners will participate in the plot to kidnap Chancellor Palpatine on Naboo...
4,18,10 Feb. 2012,Crisis on Naboo,8.3,"Cad Bane leads Dooku's team of bounty hunters, including a disguised Obi-Wan, in a plot to kidnap the Supreme Chancellor during the Festival of Lights on Naboo."
4,19,24 Feb. 2012,Massacre,7.9,Asajj Ventress returns to Dathomir to become a true Nightsister. But then Count Dooku orders General Grievous to wipe out Mother Talzin and her entire clan of witches.
4,20,2 Mar. 2012,Bounty,8.4,Asajj Ventress joins a group of bounty hunters led by Boba Fett. Their mission is to deliver a box with unknown cargo to the leader of the planet Quarzite.
4,21,9 Mar. 2012,Brothers,8.3,"The search for his long lost brother, Darth Maul, leads Savage Opress to the junk planet of Lotho Minor."
4,22,16 Mar. 2012,Revenge,9.1,Mother Talzin restores Darth Maul's sanity and gives him a better pair of mechanical legs. Now Maul wants revenge on Obi-Wan Kenobi and lures the Jedi to the remote planet of Raydonia.
5,1,29 Sep. 2012,Revival,8.8,Maul takes Savage as his apprentice and together they set out to gather an army. Their attempt to recruit Hondo Ohnaka and his pirates is interrupted by Jedi Council members Obi-Wan Kenobi and Adi Gallia.
5,2,6 Oct. 2012,A War on Two Fronts,7.5,"By a request from Lux Bonteri, Anakin, Obi-Wan, Ahsoka and Rex travel to Onderon to help train a group of rebels so they can take back the capital city of Iziz from the Separatists."
5,3,13 Oct. 2012,Front Runners,7.6,The Jedi and Rex return to Coruscant and leave Ahsoka in charge of supervising the Onderon Rebels as they carry out a series of strikes in the capital.
5,4,20 Oct. 2012,The Soft War,7.7,The Onderon Rebels attempt to rescue former King Dendup before he is executed.
5,5,27 Oct. 2012,Tipping Points,8.1,"The people of Onderon have decided to revolt against the Separatists, leading to a full scale revolt between the rebels and battle droids."
5,6,3 Nov. 2012,The Gathering,8.0,Ahsoka escorts a group of younglings to Ilum where they meet with Yoda and seek out the Kaiburr crystals needed to build their own lightsabers.
5,7,10 Nov. 2012,A Test of Strength,7.8,"As the six younglings prepare to construct their lightsabers, their training vessel Crucible is attacked by Hondo Ohnaka and his pirates."
5,8,17 Nov. 2012,Bound for Rescue,7.6,"Hondo has failed to capture the Kaiburr crystals, but does hold Ahsoka as a prisoner. The younglings form a plan to infiltrate the pirate hideout on Florrum."
5,9,24 Nov. 2012,A Necessary Bond,8.1,"General Grievous leads an attack on Hondo Ohnaka's base, forcing the pirates to form a temporary alliance with Ahsoka and the Jedi younglings."
5,10,1 Dec. 2012,Secret Weapons,6.5,"R2-D2 joins a team of Republic Droids known as D-Squad, led by Colonel Gascon. Their mission: to steal an encryption module from a Separatist dreadnought."
5,11,8 Dec. 2012,A Sunny Day in the Void,6.4,"D-Squad has obtained their mission objective, but crash-land on a desolate planet after a run-in with comets."
5,12,5 Jan. 2013,Missing in Action,7.3,Colonel Gascon and the five droids of D-Squad have arrived at the remote town of Pons Ora on the planet Abafar and find a clone commando suffering from amnesia.
5,13,12 Jan. 2013,Point of No Return,7.2,"Finally on their way back to Republic space, D-Squad uncovers a Separatist plan involving a sabotaged Jedi cruiser."
5,14,19 Jan. 2013,Eminence,8.8,Darth Maul and Savage Opress join forces with the Death Watch and together they recruit the Black Sun and Hutt crime lords to form the Shadow Collective.
5,15,26 Jan. 2013,Shades of Reason,9.1,"The Sith brothers and their criminal allies attack Mandalore and the Death Watch pretends to defeat them, causing the gullible people to choose Pre Vizla's rule over Duchess Satine's."
5,16,2 Feb. 2013,The Lawless,9.7,"Darth Maul has taken over leadership of Death Watch. Though the Jedi cannot officially interfere, Obi-Wan Kenobi travels to Mandalore to rescue Satine."
5,17,9 Feb. 2013,Sabotage,8.1,Anakin and Ahsoka are tasked to investigate a bombing at the Jedi Temple since they were two of the few Jedi off-planet at the time it occurred.
5,18,16 Feb. 2013,The Jedi Who Knew Too Much,9.1,"When the suspect of the Temple bombing is murdered in her cell, Ahsoka suddenly finds herself framed and on the run from the Republic military."
5,19,23 Feb. 2013,To Catch a Jedi,9.0,Ahsoka is on the run and hiding in the criminal underworld of Coruscant. She strikes up an unlikely alliance with a former enemy turned bounty hunter.
5,20,2 Mar. 2013,The Wrong Jedi,9.6,Ahsoka Tano is put on trial by the Jedi Council and must face the Galactic Senate. Anakin searches for a way to prove his Padawan's innocence by pursuing Asajj Ventress.
6,1,7 Mar. 2014,The Unknown,8.2,"Clone trooper Tup is suffering from a severe neurological disorder that causes the death of a Jedi master. Trying to find the motives for the assassination, Anakin escorts Tup back to Kamino for examination."
6,2,7 Mar. 2014,Conspiracy,8.2,"Clone trooper Tup is undergoing a medical examination in the sterile laboratories of Kamino to find the motives for his shocking attack on the Jedi Master. For the examination to succeed, trooper Fives must enter the depth of Tup's mind."
6,3,7 Mar. 2014,Fugitive,8.3,"Clone trooper Tup is transported back to Coruscant, where his body is to be examined by the chancellor's personal physician. ARC Trooper Fives is also investigating the matter."
6,4,7 Mar. 2014,Orders,8.7,"Fives is still trying to find answers regarding the mysterious actions of clone trooper Tup. Hoping to personally speak with Chancellor Palpatine, Fives finds himself suddenly accused of trying to murder the Chancellor."
6,5,7 Mar. 2014,An Old Friend,7.2,"While on Scipio to fund a mercy mission, Padmé Amidala is called upon by an old friend, Rush Clovis, to help uncover corruption in the Banking Clan."
6,6,7 Mar. 2014,The Rise of Clovis,7.4,"Clovis, a known traitor of the Republic, makes a dubious deal on Coruscant which puts him at the head of the Banking Clan."
6,7,7 Mar. 2014,Crisis at the Heart,7.6,"After making a deal with Count Dooku to resuscitate the ailing Banking Clan, Clovis finds himself as a pawn in Dooku's designs."
6,8,7 Mar. 2014,The Disappeared: Part 1,6.8,"The peaceful world of Bardotta and its mystic ways are threatened by an ancient prophecy, and its top spiritual leaders have vanished."
6,9,7 Mar. 2014,The Disappeared: Part 2,7.0,Jar Jar Binks' beloved Queen Julia of the planet Bardotta has been abducted by the bloodthirsty Frangawl Cult to fulfill a dark and ancient prophecy.
6,10,7 Mar. 2014,The Lost One,8.6,"A Jedi mission finds a lightsaber belonging to the long-dead Master Sifo-Dyas, prompting Yoda, Obi-Wan and Anakin to begin an investigation into his decade-old disappearance."
6,11,7 Mar. 2014,Voices,8.8,Yoda is deeply unsettled when he hears a voice from beyond the grave - the voice of Qui-Gon Jinn.
6,12,7 Mar. 2014,Destiny,8.7,"Letting the Force guide him, Yoda voyages into the heart of the galaxy to an ancient world that is one of the wellsprings of the Force and the source of midi-chlorians."
6,13,7 Mar. 2014,Sacrifice,9.1,"After many grueling trials, Yoda next travels to the ancient Sith home world of Moraband, where he must face an ancient evil determined to rule the galaxy."
7,1,21 Feb. 2020,The Bad Batch,8.3,"Rex, Cody, and Clone Force 99 (an unorthodox, elite squad also known as the Bad Batch), look to recover the Republic's strategy algorithm from Admiral Trench, but a haunting truth awaits."
7,2,28 Feb. 2020,A Distant Echo,8.2,"Believing that MIA soldier Echo may still be alive, Rex's mission becomes doubly important. Alongside Bad Batch and Anakin Skywalker, the clone captain launches a dangerous covert rescue."
7,3,6 Mar. 2020,On the Wings of Keeradaks,7.8,"With Echo recovered, Rex, Bad Batch and Anakin Skywalker look to fight their way out of a Separatist base."
7,4,13 Mar. 2020,Unfinished Business,8.5,"The Republic plans a daring final strike against Admiral Trench, once again bringing together Rex, Echo, Anakin Skywalker, and the elite Bad Batch squad."
7,5,20 Mar. 2020,Gone with a Trace,6.5,"After leaving the Jedi Order, Ahsoka Tano finds herself in the underworld of Coruscant where she meets aspiring pilot Trace Martez. Enlisted by Trace's sister Rafa to help build dangerous droids, Ahsoka opts to keep her Jedi past a secret."
7,6,27 Mar. 2020,Deal No Deal,6.2,"Ahsoka, Trace, and Rafa are hired to deliver some spice, but things soon get complicated."
7,7,3 Apr. 2020,Dangerous Debt,6.0,"Taken prisoner by the Pykes, Ahsoka and the Martez sisters attempt to escape."
7,8,10 Apr. 2020,Together Again,7.2,Ahsoka bargains for the sisters' freedom and makes a startling discovery.
7,9,17 Apr. 2020,Old Friends Not Forgotten,9.8,"Ahsoka contacts Anakin and Obi-Wan, who must decide whether to help her pursue Maul on Mandalore or defend Coruscant."
7,10,24 Apr. 2020,The Phantom Apprentice,9.9,Ahsoka leads Republic clones to confront Maul's forces on Mandalore. Maul senses the impending chaos and makes a calculated play to ensure his own survival.
7,11,1 May 2020,Shattered,9.9,"After capturing Maul on Mandalore, Ahsoka's journey to the Jedi Council is disrupted when Order 66 is declared, turning her world upside down."
7,12,4 May 2020,Victory and Death,9.9,Ahsoka and Rex must use their wit and skills to survive the turbulent end of the Clone Wars.
