season,episode,release,title,rating,description
3,1,11 Jun. 2006,Tell Your God to Ready for Blood,8.5,"Elections are just days away, and Bullock lets his temper get away from him. Alma's pregnancy is not progressing as expected, and Swearengen baits Hearst."
3,2,18 Jun. 2006,I Am Not the Fine Man You Take Me For,8.6,"Campaign speeches are rescheduled, Sol makes an investment, Alma's condition worsens, and Hearst starts a deadly game with Swearengen."
3,3,25 Jun. 2006,True Colors,8.4,"A dandy arrives by stage coach and immediately begins exploring how to bring culture to the camp, Alma and Hearst negotiate business, and Hearst's Aunt Lou comes to camp."
3,4,2 Jul. 2006,Full Faith and Credit,8.3,"Alma opens the doors to the new Bank of Deadwood and business is brisk. Hostetler return to Deadwood with the horse that killed Bullock's son. The Sheriff accepts that his son's death was due to an accident and blames no one. He finds himself acting as a go-between Hostetler and Steve, who has been taking care of the livery in Hostetler's absence and now feels he's being pushed out. Langrische makes an offer to buy Joanie's house with a view to opening a theater but Joanie imposes certain conditions before she sells. Hearst asks Cy Tolliver and Al Swearengen to a ..."
3,5,9 Jul. 2006,A Two-Headed Beast,9.1,"Tolliver looks for a representative, the Captain calls Dan out, Swearengen continues to be perplexed by Hearst's moves, and Alma and Ellsworth's relationship takes a turn."
3,6,16 Jul. 2006,A Rich Find,8.3,"Hearst's feathers are ruffled, Aunt Lou's son comes to town, and Bullock and Swearengen make a decision."
3,7,23 Jul. 2006,Unauthorized Cinnamon,8.3,"A meeting of the elders occurs with surprising results, Doc's absence is noted by Swearengen, Alma battles her addiction, and Sol offers Trixie something she never expected."
3,8,30 Jul. 2006,Leviathan Smiles,8.2,"The letter is published, Wyatt Earp hits town, delays continue with the theater, and Hearst makes a move."
3,9,6 Aug. 2006,Amateur Night,8.4,"An Amateur Night is organized by the new theater troupe, Pinkertons hit town, the students move to their new school, and Hearst makes another move regarding the elections."
3,10,13 Aug. 2006,A Constant Throb,8.8,"Swearengen is spurred to action when a prominent camp member is attacked, Langrishe makes arrangements for his theater, and Jane has an epiphany."
3,11,20 Aug. 2006,The Catbird Seat,8.9,"Another attack is made at Hearst's behest, Harry and Bullock travel to Sturgis for campaigning, and there's unrest in Langrishe's troupe."
3,12,27 Aug. 2006,Tell Him Something Pretty,8.6,"Election day arrives, Hearst has his revenge, Sol and Trixie have it out, and Tolliver releases rage at his impotence."
