season,episode,release,title,rating,description
2,17,19 Mar. 2007,Everybody Hates DJs,7.7,"Chris decides to become a DJ, but his new career takes a wrong turn when he accidentally scratches Rochelle's James Brown album. Drew asks Julius to take him to a magic show, but Julius is afraid of rabbits."
2,18,26 Mar. 2007,Everybody Hates Baseball,7.7,"Chris is stuck between a rock and a hard place when he has to make a decision about going to a baseball game with Julius and Drew or go to the movies with Tasha. Rochelle forgets to mail Tonya's letter to the Billy Ocean fan club. Rochelle's brother, Michael asks Vanessa out on a date."
2,19,23 Apr. 2007,Everybody Hates Gambling,7.6,"Chris becomes the neighborhood odd-maker after predicting a basketball game's outcome for Doc, but a bookie could bring Chris' lucky streak to an end. Tonya and Drew bet each other in checkers. Julius places a bet on an upcoming basketball game behind Rochelle's back."
2,20,30 Apr. 2007,Everybody Hates Dirty Jokes,7.6,"Chris starts telling dirty jokes after listening to his parents' comedy records. Rochelle tries to find a man for her mother, Maxine. Drew avoids a girl in a neighborhood who likes him."
2,21,7 May 2007,Everybody Hates Math,7.2,"Chris needs to get a good grade in algebra so the class will get a pizza party. Meanwhile, Drew breaks his dad's fav chair."
2,22,14 May 2007,Everybody Hates the Last Day,7.5,"Chris is trying to get back at the school bully. Meanwhile, Drew wants to wear his graudation grown and cap, but something happens to it."
3,1,1 Oct. 2007,Everybody Hates the Guidance Counselor,7.6,"At the end of the 8th grade, Mrs.Morello hands out the Grade Eight Perficiency Assesment Test (GEPA) and Chris doesn't study so he thinks it doesn't count. So, he purposely does bad on the test, which makes him See Mr. Avich, the guidance counselor, who tries to get Chris into a special needs class"
3,2,8 Oct. 2007,Everybody Hates Caruso,7.7,"Caruso is beat up by one of Chris's classmates. As a result, the absence of Caruso's power throws the entire school into chaos."
3,3,15 Oct. 2007,Everybody Hates Driving,8.1,"Julius allows Chris to park the family car across the street, but he takes the car to school instead. Meanwhile, Rochelle goes to court to dispute a speeding ticket."
3,4,22 Oct. 2007,Everybody Hates Blackie,7.7,"Chris is allowed to get a dog after the house is robbed. The dog turns out to be impossible to train, until Chris discovers that the dog only understands Spanish."
3,5,29 Oct. 2007,Everybody Hates the Bachelor Pad,7.9,"Since the rest of the family is sick, Chris is forced to spend a few nights at Mr. Omar's apartment, where he discovers Richard Pryor for the first time."
3,6,5 Nov. 2007,Everybody Hates Bed-Stuy,7.7,"After Chris's first article for the school paper is rejected, he creates a bogus story about a serial killer in Bed-Stuy--which only gets him in more trouble."
3,7,12 Nov. 2007,Everybody Hates Houseguests,7.5,"Greg's friendship with Chris is put to the test when he spends the week at Chris's house, and Julius has an eventful first week as a taxicab driver."
3,8,19 Nov. 2007,Everybody Hates Minimum Wage,7.7,"When Doc refuses to give Chris a raise, Chris goes out and gets a new job at the local Chinese restaurant."
3,9,26 Nov. 2007,Everybody Hates the New Kid,7.9,"When a second black kid enrolls in Chris's school, the two become fast friends, which makes Greg jealous. Julius becomes nervous when the IRS gives the family a larger-than-expected tax refund."
3,10,10 Dec. 2007,Everybody Hates Kwanzaa,7.7,"Julius talks the family into celebrating Kwanza instead of Christmas this year because Kwanza is cheaper. Meanwhile, Chris helps Kill Moves find his mother as part of his school Christmas assignment."
3,11,2 Mar. 2008,Everybody Hates the Port Authority,7.9,"The family plans to go to a relative's funeral in South Carolina, but Chris and Julius lose the ticket money to a three-card monte dealer."
3,12,9 Mar. 2008,Everybody Hates Bad Boys,8.0,"Chris models himself after a popular rapper and takes on a bad boy persona in order to impress Tasha. Julius gets the family a free dinner at an expensive restaurant, but the restaurant is less than hospitable."
3,13,16 Mar. 2008,Everybody Hates the First Kiss,7.9,"Chris tries to get himself invited to a spin-the-bottle party so that he can get a chance to kiss Tasha. He winds up kissing another girl, which only causes unforeseen problems."
3,14,23 Mar. 2008,Everybody Hates Easter,7.8,Chris plans to take Tasha to an Easter pageant after she breaks up with her boyfriend; Rochelle seeks to win the hat competition at church.
3,15,30 Mar. 2008,Everybody Hates Gretzky,8.0,Chris accompanies Drew as they skip school to get Wayne Gretzky's autograph for Drew.
3,16,6 Apr. 2008,Everybody Hates the BFD,7.8,"Chris accepts a $250 Black Funeral Directors scholarship from Mr. Omar so that he can pay for Run-DMC concert tickets, but he gets more than he bargained for."
3,17,13 Apr. 2008,Everybody Hates Ex-Cons,7.9,"Malvo is out of prison. But instead of coming after Chris, he asks for his help in getting him into high school. Julius and Drew put a wager on a Mets/Dodgers series, and Tanya's new friend uses her as an alibi to lie to her mom."
3,18,20 Apr. 2008,Everybody Hates Earth Day,7.7,"Chris tries to enlist Julius to help him collect cans for an Earth Day project. Meanwhile, Tonya is reprimanded at school while mimicking her mother, causing Rochelle to try and stop yelling anymore."
3,19,27 Apr. 2008,Everybody Hates Being Cool,7.8,"Chris and Greg try to become cool, and Chris gets suspended from school when Greg is busted with a cigarette and blames it on Chris. And that's where the real trouble begins for him."
3,20,4 May 2008,Everybody Hates the Ninth-Grade Dance,7.9,"Chris catches a lot of grief for asking a white girl from his class to the ninth grade dance, so he backs out of it, which only makes things worse. Julius and Drew help out a relative starting a business, and Tanya takes up ballet."
3,21,11 May 2008,Everybody Hates Mother's Day,7.3,"Chris buys a knock-off version of an expensive perfume from Risky as a Mother's Day present, and Rochelle gets a rash from it. Julius discovers that he talked Drew into giving away an old toy that is worth $150."
3,22,18 May 2008,Everybody Hates Graduation,8.2,"Chris tries to get accepted into the Bronx Science Academy so that he can go to high school with Greg, Julius helps his brother start a Mix Tape business not knowing that they're illegal, and Drew helps Tanya with her ballet recital."
4,1,3 Oct. 2008,Everybody Hates Tattaglia,7.8,"Chris is relieved to find out that he is not the only black person at his new high school. However, he does run into problems because he is the only non-white student in his homeroom class, and the teacher can't stand him."
4,2,10 Oct. 2008,Everybody Hates Cake,7.8,An androgynous boy in Chris' home ec class helps him meet a cute classmate. Rochelle learns that Tasha's mom is an ex-con. Drew and Tonya get a job babysitting Mr. Omar's fish.
4,3,17 Oct. 2008,Everybody Hates Homecoming,7.7,"Chris gets a cute girl to go to the homecoming dance with him, and discovers that her parents are the Huxtables. But he may be forced to ditch her when he finds out that Greg is down and needs his attention."
4,4,24 Oct. 2008,Everybody Hates the English Teacher,7.6,"Chris talks the English teacher to show movies based on books instead of reading the actual books, but their friendship is short-lived. Julius' plan to raise Mr. Omar's rent backfires when his apartment fails inspection."
4,5,31 Oct. 2008,Everybody Hates My Man,7.8,Chris gets in over his head when he helps a star football player with his studies. Julius suddenly has a new outlook on life when he takes a job helping Mr. Omar at the funeral home.
4,6,7 Nov. 2008,Everybody Hates Doc's,7.6,"Chris can't stand working for Doc's new young girlfriend at the store, so he deliberately breaks them up. Meanwhile, Tanya starts wearing a stuffed bra to school."
4,7,14 Nov. 2008,Everybody Hates Snitches,7.7,"Chris' plan to snitch on a shooter and collect the reward money backfires when Jerome is put in jail. Meanwhile, Julius sets up the perfect anniversary for Rochelle, only to see it accidentally fall apart."
4,8,21 Nov. 2008,Everybody Hates Big Bird,7.9,"Chris starts dating one of the nerdiest girls in the school, but doesn't want anyone to know about it. Meanwhile, the entire neighborhood bets on whether the Giants or the Jets will lose first."
4,9,28 Nov. 2008,Everybody Hates James,7.6,"Ms. Morello forces Chris to become a ""big brother,"" the family gets an answering machine, and Julius tries to get marital advice from a new talk show called ""Oprah."""
4,10,12 Dec. 2008,Everybody Hates New Year's Eve,7.6,"While Chris tries to find a way to get to Times Square for New Year's Eve, Julius becomes a hero after he talks a jumper down from the George Washington Bridge."
4,11,9 Jan. 2009,Everybody Hates Mr. Levine,7.8,"Chris becomes friends with Mr. Levine, Rochelle finds out she's a year younger, and Greg tries to stop being called Chris and Greg."
4,12,16 Jan. 2009,Everybody Hates Varsity Jackets,7.6,"Chris joins the wrestling team to get a varsity letter, Rochelle puts the entire family on a diet, and Drew tries to put together a girl group."
4,13,23 Jan. 2009,Everybody Hates Fake IDs,7.8,"Chris and Greg try to get fake IDs so that they can go to a Fat Boys concert, Drew buys a pair of X-ray glasses, and Rochelle gets upset when Julius won't let her give him a surprise birthday party."
4,14,30 Jan. 2009,Everybody Hates PSATs,8.0,"Rochelle wants Chris to do well on the PSATs so that she can show him off to an elite African American club she wants the family to join. As a result, he cheats and gets a perfect score."
4,15,6 Feb. 2009,Everybody Hates Boxing,7.9,"Mr. Thurman convinces Chris to take up boxing, a new neighbor has the hots for Julius, and Rochelle gets lonely for Julius while he takes on extra shifts"
4,16,13 Mar. 2009,Everybody Hates Lasagna,7.8,"Chris is forced to hide some marijuana for a neighborhood punk on the run from the police. Out of fear, he decides to bake it in his lasagna for his cooking class."
4,17,20 Mar. 2009,Everybody Hates Spring Break,7.7,"Greg breaks his leg after he is hit by a car, but Chris doesn't want anyone to know that he was driving the car. Meanwhile, Julius tries to take Tanya and Drew to Amityville for a beach vacation during Spring Break."
4,18,27 Mar. 2009,Everybody Hates the Car,7.8,"Chris buys his first car, which only leads to a series of unforeseen problems. Meanwhile, everybody else in the house accidentally stumbles into everyone else's private business."
4,19,3 Apr. 2009,Everybody Hates Back Talk,8.0,"Chris comes to blows with Rochelle when he refuses to clean the dishes, and Mr. Omar gives his notice to vacate because he believes he is dying."
4,20,24 Apr. 2009,Everybody Hates Tasha,8.2,"Chris runs into unexpected problems when Tasha becomes his girlfriend, Rochelle finds out that Julius is still technically married to another woman, and Drew and Tonya have a contest to see who can be quiet the longest."
4,21,1 May 2009,Everybody Hates Bomb Threats,7.8,"Chris calls in a bomb threat to get out of doing a punishwork assignment, and Rochelle tries to get rid of a ""mojo"" placed on her by one of her customers at the salon."
4,22,8 May 2009,Everybody Hates the G.E.D.,8.3,"Chris opts to take the G.E.D. over repeating the 10th grade, Drew tries to go on Amateur Night at the Apollo, Julius tries to get $25 back from somebody who owes him, and Tanya graduates from sixth grade."
