season,episode,release,title,rating,description
5,3,19 Sep. 2011,Practically Perfect,8.5,"In an effort to create more free time to stalk and kill victims, Dexter hires a nanny; Debra is annoyed by her new rookie partner; Quinn pursues the theory that Trinity did not kill Rita."
5,4,19 Sep. 2011,Beauty And The Beast,8.5,Dexter has to save a life instead of taking one; Deb has a scary confrontation with a key suspect in the Santa Muerte murder cases; Quinn continues following up on the strange similarities between 'Kyle Butler' and Dexter Morgan.
5,5,26 Sep. 2011,First Blood,8.1,"When Dexter is saddled with an unwanted conspirator, he is forced to make some hard decisions about her fate; Dexter wonders if Rita's death has awakened a darkness inside Harrison; Quinn enlists an old friend to look into Dexter."
5,6,26 Sep. 2011,Everything Is Illumenated,8.8,"Trying to get his life back on track, Dexter hunts a new target, but is distracted and drawn into a precarious situation while helping his troubled acquaintance; Batista discovers an interesting lead in the Santa Muerte murder cases."
5,7,10 Oct. 2011,Circle Us,8.5,"While helping Lumen, Dexter finds himself on a collision course with Homicide when he is called to investigate a horrifying crime scene; the Santa Muerte case leads to a violent standoff between Debra and the killers."
5,8,10 Oct. 2011,Take It!,8.9,Dexter and Lumen take the opportunity to track a vicious murderer while attending a self-help seminar from Jordan Chase.
5,9,17 Oct. 2011,Teenage Wasteland,9.0,"In the midst of hunting their next victim, Dexter and Lumen are surprised by the return of an unannounced guest; Debra is assigned to the file room, but manages to uncover new evidence in the Barrel Girl case."
5,10,17 Oct. 2011,In The Beginning,9.0,"Dexter discovers a possible ally in the pursuit of Lumen's former captors, but he and Lumen are forced to step down when homicide uncovers evidence linked to one of their prior victims."
5,11,24 Oct. 2011,Hop A Freighter,8.9,Dexter is forced to do damage control after he concedes that someone outside of Miami Metro has taken an interest in him and Lumen.
5,12,24 Oct. 2011,The Big One,8.9,"In the Season 5 finale, Dexter realizes that he and Lumen are being lured into a trap and risks everything to escape; Quinn needs help that only Dexter can provide."
6,1,22 Aug. 2012,Those Kinds of Things,8.6,"In the Season 6 premiere, Dexter attends his high school reunion to hunt a former Prom King; an investigation into a faith-based murder causes Dexter to ask some spiritual questions; Debra becomes an unexpected hero."
6,2,29 Aug. 2012,Once Upon a Time...,8.1,"To solve a macabre murder, Homicide consults Brother Sam, a minister whom Dexter recognizes as a fellow killer with an even better cover than his own; now a local hero, Debra is surprised by two life-changing proposals."
6,3,5 Sep. 2012,Smokey and the Bandit,8.2,Dexter is confronted with a glimpse of his own possible future when a serial killer from his past reappears; Debra is uncomfortable in her new job; Travis and Gellar prepare a new twisted tableau.
6,4,12 Sep. 2012,A Horse of a Different Color,8.5,"Disturbing events cause Dexter to lean on Brother Sam during a crisis of faith, while Debra gives her first press conference on the new religiously motivated serial killer."
6,5,19 Sep. 2012,The Angel of Death,8.1,"The search for the Doomsday Killers takes Dexter in a new direction; Batista and Quinn pay a visit to the university where Professor Gellar taught; due to departmental regulations following the shooting, Debra is forced to begin therapy."
6,6,26 Sep. 2012,Just Let Go,8.5,"Dexter becomes caught up in a very personal case that awakens the needs of his Dark Passenger; Debra feels overwhelmed by her new duties, and discovers a disturbing secret about Quinn."
6,7,3 Oct. 2012,Nebraska,7.9,Dexter teams up with a fellow Dark Passenger when he takes a road trip to Nebraska; Debra deals with the complications of her promotion as she leads the Doomsday investigation.
6,8,10 Oct. 2012,Sin of Omission,7.9,Dexter uses lessons he learned from Brother Sam to follow up on some new Doomsday leads; Debra butts heads with LaGuerta over the case of a dead call girl.
6,9,17 Oct. 2012,Get Gellar,8.5,Dexter receives help from an unexpected source while hunting the Doomsday Killers; Debra makes a self-discovery in therapy.
6,10,24 Oct. 2012,Ricochet Rabbit,8.1,"Dexter tries to figure out the Doomsday Killers' next victim; Debra has a strong reaction to a crime scene, leading her to realize that she leans too heavily on her brother."
6,11,31 Oct. 2012,Talk to the Hand,8.4,"Dexter finds that in order to catch the Doomsday Killers, he must create a macabre tableau of his own; Debra's battle with LaGuerta boils over, and her therapist makes an unnerving suggestion."
6,12,7 Nov. 2012,This Is the Way the World Ends,9.2,"In the Season 6 finale, Dexter and Homicide race a lunar eclipse to catch the Doomsday Killers before their final gruesome act; Debra struggles with a new emotional reality."
7,1,20 Jun. 2013,Are You...?,9.5,"Season 7 premiere. After witnessing her brother kill, Debra (Jennifer Carpenter) attempts to reconcile with Dexter (Michael C. Hall) while struggling to cover up their involvement with the murder."
7,2,27 Jun. 2013,Sunshine and Frosty Swirl,8.8,"When a local convict claims he has new information regarding a 15-year-old crime spree, Miami Metro sets out to unearth new evidence on the case. Debra attempts to cure Dexter of his killer tendencies."
7,3,4 Jul. 2013,Buck the System,8.7,"Dexter tries to bring Debra on board with his new target. LaGuerta, convinced the Bay Harbor Butcher is still out there, attempts to enlist Batista to help her re-open the case."
7,4,11 Jul. 2013,Run,8.9,"After capturing a deadly killer, things go awry for Miami Metro, sending Debra into a tailspin. In an effort to help his sister, Dexter enters into a dangerous game of cat and mouse, while the Ukrainian mob continues to seek revenge."
7,5,18 Jul. 2013,Swim Deep,8.6,"Trying to uncover why someone was killed on his boat, Dexter must out-maneuver a vengeful Isaak. New leads are brought to light on the Wayne Randall case by Hannah McKay, Randall's alluring former accomplice Dexter discovers has a secret."
7,6,25 Jul. 2013,Do the Wrong Thing,8.3,Debra gets to know a local crime writer who's dug up some incriminating dirt on Hannah McKay - Dexter's newest obsession. Quinn gets an offer he tries to refuse and LaGuerta keeps digging into the Bay Harbor Butcher case.
7,7,1 Aug. 2013,Chemistry,8.5,"Things heat up as Dexter and Hannah grow closer, but when Sal Price discovers the two are involved, he wants the exclusive story. Quinn falls back into his old ways as he makes some questionable choices to protect Nadia."
7,8,8 Aug. 2013,Argentina,8.9,"Dexter tries to keep Debra in the dark about his relationship with Hannah, but a surprise visit from Astor, Cody and Harrison throws a wrench into his plans. Fresh out of jail, Isaak renews his pursuit of Dexter."
7,9,15 Aug. 2013,Helter Skelter,8.6,"Dexter, preoccupied with Isaak, gains an advantage thanks to an internal struggle within the Koshka brotherhood. Miami Metro is on the hunt for an arsonist and Dexter goes to great lengths to protect his relationship with Hannah."
7,10,22 Aug. 2013,The Dark...Whatever,8.5,Surprise visit from Hannah's father puts Dexter on alert. Phantom Arsonist's crimes become more gruesome. Defending Nadia's honor forces Quinn into a dangerous situation. LaGuerta brings Matthews to help with the Bay Harbor Butcher case.
7,11,29 Aug. 2013,Do You See What I See?,9.0,"As Christmas approaches, Dexter tries to balance his life with Hannah and his relationship with Debra. Dexter learns the man responsible for ordering his mother's death has been released from jail."
7,12,5 Sep. 2013,"Surprise, Motherf**ker!",9.3,"Season 7 finale. As LaGuerta closes in on Dexter's secret, Dexter struggles to protect himself, Debra and the life he's built."
8,1,19 Jun. 2014,A Beautiful Day,8.6,"Season 8 premiere. Six months after LaGuerta's death, Dexter (Michael C. Hall) is still managing life as a dad, brother and serial killer. Meanwhile, Miami Metro investigates the murder of a man who's had pieces of his brain removed."
8,2,26 Jun. 2014,Every Silver Lining...,8.1,"Miami Metro continues their hunt for the Brain Surgeon, while Dr. Vogel enlists Dexter's help. While on a case, Debra has to take matters into her own hands."
8,3,14 Jul. 2013,What's Eating Dexter Morgan?,8.1,Dexter continues his manhunt for the Brain Surgeon. Dr. Vogel tries to prove to Dexter that he's perfect as a psychopath. Debra's PTSD kicks in and she makes a desperate plea.
8,4,21 Jul. 2013,Scar Tissue,8.1,Dexter tracks down another potential serial killer from Dr. Vogel's list. Quinn celebrates passing the sergeant's exam by defending Debra's honor in a fight. Dr. Vogel begins treating Debra for her PTSD.
8,5,28 Jul. 2013,This Little Piggy,7.9,"Dr. Vogel comes into contact with the Brain Surgeon, while Dexter and Debra try to keep her safe. Masuka finds out he has a daughter."
8,6,4 Aug. 2013,A Little Reflection,7.8,"Dexter monitors a young psychopath to see if he meets the criteria of the code. Dexter and Debra finally get back to normal, but are surprised when someone from Dexter's past pays them a visit.s"
8,7,11 Aug. 2013,Dress Code,7.6,Dexter hunts down Hannah (Yvonne Strahovski) to figure out why she's back in Miami. Dexter takes on a protégé and starts teaching him the code.
8,8,18 Aug. 2013,Are We There Yet?,8.1,"Dexter tracks down Zach, concerned that he may have murdered an innocent person. Meanwhile, Dexter tries to help Hannah escape the country."
8,9,25 Aug. 2013,Make Your Own Kind of Music,7.4,Dexter investigates a murder that hits close to home. Dr. Vogel gets the surprise of a lifetime when someone returns from her past.
8,10,8 Sep. 2013,Goodbye Miami,6.9,"With Dr. Vogel's help, Dexter tries to lure the Brain Surgeon into a trap so he can get him on his table. Dexter witnesses a murder."
8,11,15 Sep. 2013,Monkey in a Box,7.2,Dexter is torn between fleeing the country with Hannah and Harrison or taking Saxon out for good. Dexter's inaction results in a grisly and unexpected consequence.
8,12,22 Sep. 2013,Remember the Monsters?,4.6,Series finale. Dexter is faced with impossible odds as a brewing hurricane makes its way towards Miami.
