season,episode,release,title,rating,description
2,3,7 Oct. 2008,Aquamansion,8.3,"Vince is taking big risks, listening to Turtle rather then E, Ari and his financial adviser: without a new role in the pocket, he is tempted to buy a Hollywood house, and one of true star status, which means an outrageous price, a multiple of his $1,000,000 limit, but the idea of being the next owner of Marlon Brandon's former villa with private pool is irresistible. Yet Vince still won't commit to sign for Aquaman, actually declares he won't play a ridiculous 'cartoon character' and seems decided against the part when he sees the costume design, E and Ari must pull ..."
2,4,7 Oct. 2008,An Offer Refused,8.5,"Vince is finally on-board but Ari tells E that the studio has not sent over the paperwork for Aquaman and he can't find out why. They hold off on telling Vince. Vince hires an expensive decorator, Carrie Carlson, for his mansion. And Drama wants money to have his calves augmented. Queen's Blvd gets into Sundance. Josh Weinstein, who brought them the script, tells them that James Cameron is directing Aquaman. E interrupts Ari's couples therapy and Ari manages to get a hold of Dana Gordon who reassures him. Ari and E tell Vince all is well at a celebration for getting ..."
2,5,14 Oct. 2008,Neighbors,8.3,"E and Ari bitterly blame each-other while worrying about the Aquaman-deal even more now that the press has leaked it prematurely. While Johnny and Turtle keep spending money Vince still doesn't have, his TV celebrity neighbor Bob Saget expresses high praise for landing Staci, inaccessible to him, and discloses her dubious profession. Vince's Queens Boulevard director continues coaching the boys, and gets a high-profile request."
2,6,14 Oct. 2008,Chinatown,8.4,"The boys are starting to get low on cash and to help pay the bills; Ari lands Vince a gig appearing in a lucrative foreign commercial. Meanwhile, Turtle decides to make his own money by entering an Xbox boxing tournament, but he gets ousted early on by a young gaming prodigy. Eric needs to get a copy of ""Queens Boulevard"" to James Cameron so he can see Vince's work, but Walsh refuses to screen it before he shows it at Sundance. Luckily, the A-list director agrees to attend the Sundance screening of the film, offering hope that Vince may still end up with the ""Aquaman""..."
2,7,21 Oct. 2008,The Sundance Kids,9.0,"The boys attend the Sundance Film Festival, in snowy season. Eric makes friends with golden touch-producer Harvey Weingard, who might buy Vince's movie, but actually wants him for an old project 'Tapping the Source'- he's hired on the spot for his Australian shooting in three weeks, but that would mean missing out on James Cameron's movie. Ari and E accept this 'safe bet', Vince decides otherwise- Harvey vindictively cries eternal doom. Drama hopes to land a part with his Spanish idol Alejandro Teva- by asking clumsy questions after his movie's screening, and still is..."
2,8,21 Oct. 2008,"Oh, Mandy",8.1,"Vince has the Aquaman lead; James Cameron is casting his opposite from five top-actresses. The group can stay in Jessica Alba's luxurious Malibu residence. Johnny 'Drama' Chase has a shot at a Hallmark TV movie, but can he make it in time across LA through miles of traffic? He does, but gets worked up about another actor he had an incident with and works it out and the surfer molests his car and is arrested just after hearing he was chosen. Vince is to have diner with Aquagirl Mandy Moore, with who he once had a serious romance ending in a grave incident..."
2,9,28 Oct. 2008,I Love You Too,8.5,"Vince first accepts to have dinner with his Aquaman-opposite star Mandy Moore and her fiancé, a minute after they were introduced, then hesitates and ends up chickening out, after Internet comics reporter R.J. Spencer interviewed him about his wedding proposal to her while he still was an unknown, something even E never knew. Spencer is not only literally insulted when Vince walks out instead of answering but is implacable whatever E does or offers. He demands $350,000 or his website will stop at nothing to sink Aquaman because of Vince. Meanwhile at Comic-Con in San ..."
2,10,28 Oct. 2008,The Bat Mitzvah,8.6,"On the Aquaman set, Vince admits to his co-star Mandy he's still in love with her, which director Cameron hears trough their mikes and so does E, whose confidence is shocked by all his secrecy. Ari Gold, Vince's Jewish agent, is holding a bat mitzvah for his daughter Sarah; as usual he's frantic about his guests, such as his senior partner Terence McQuewick and his daughter Sloan, who is reputed to have an infallible eye for male acting talent and really digs Vince, so Ari fears Terence wants to 'steal Vince'. The boys carefully get fancy party dress at Vinces expense..."
2,11,4 Nov. 2008,Blue Balls Lagoon,8.1,"Turtle understandably doubts Johny Drama's hope Brooke Shields might dig him at their set while he plays her brother Little Rick. Now Mandy has dumped Chris, Vince is looking forward to her birthday party- the professionals abhor the press bringing that out, even Warner Bros fears that could make Aquaman appear a home-wrecker. Cameron offers them a private diner at his restaurant The Geisha House. Even after a good meeting with Mandy and the boys at Jerry's Deli, E advises against it, but is ignored. Sloan tells E the painting agent Ari Gold gave Vince, who was ..."
2,12,4 Nov. 2008,Good Morning Saigon,8.4,"When Vince misses a meeting because he was with Mandy, Eric and Ari start to worry Vince's love life is interfering with business. Turtle and Drama make a musical discovery when they recover Erik's stolen car."
2,13,11 Nov. 2008,Exodus,9.2,"Johnny and Turtle get a gold watch, paid by Vince from his Aquaman bundle, to welcome Saigon to Turtle's company; however they see Mandy with her ex-steady date Chris, so they make cellphone pictures as proof she's apparently cheating on the star. Ari finds his senior partner Terence McQuewick, who didn't attend in three years, chairs the staff meeting and bars him for arriving late; in private he says he's returning full-time, and denies Ari a contract extension as consolation. Ari panics and swears his assistant Lloyd to undying loyalty before sending him out to ..."
2,14,11 Nov. 2008,The Abyss,8.8,"When Ari and E learn about each-others problems with Terence viz. Vince, both of which make the press, panic is total. Drama and Turtle give Vince the cold shoulder, hoping Saigon and his friends are their new meal-ticket. Even E considers taking a job as agent with Terence and moving in with his daughter Sloan. Vince refuses to reconsider bailing out on Aquaman and fires Ari and the entourage, yet turns up at Turtle's company birth party. Ari's successor Adam Davies tells Drama he's out with Vince. On Ari's advice, E still supports Vince who has scheduled a meeting ..."
3,1,18 Nov. 2008,Aquamom,8.6,"The night of the Aquaman premiere draws close and the crew is preparing themselves for the biggest event of Vince's career. Drama and Turtle keep finding better looking women to bring to the event, but they find themselves prematurely running out of passes to hand out to the hotties. Vince is less concerned about finding a date. He knows there's only one woman to bring -- his mom. Mrs. Chase is hesistant to make the trip to the West Coast due to a fear of travelling, but E finally convinces her to travel with both his and Turtle's mothers. Meanwhile, Ari adjusts to ..."
3,2,18 Nov. 2008,One Day in the Valley,9.2,"It's Aquaman's opening day. Initial box office projections, already ""Titanic""-sized, get even higher after the East Coast numbers stream in, giving everyone hope that the film has a chance to pass ""Spider-Man"" as the biggest opening weekend in history. To avoid getting recognized, Vince and the boys decide to take in a showing in the Valley, but the heat sets off blackouts and unsure West Coast numbers. The bouncing box office receipts and the heat push everyone to the brink, so to unwind, the crew ends up crashing a high school party, where Vince gets to live out his..."
3,3,25 Nov. 2008,Dominated,7.8,"After a night on the town celebrating Vince's movie star status with the success of ""Aquaman"" and the unveiling of the new Aquaman theme park ride, the crew gets a surprise visit from Dom, a recently paroled childhood friend from Queens. Back in the day, Dom took a rap for Vince, so Vince is glad to help out his friend in any way he can. But Dom's brash ways quickly prove to be too much for Eric, Drama and Turtle. Unfortunately for them, Vince hires Dom as his new head of security, so it looks as if he will be around for a while. Meanwhile, Ari has his hands full ..."
3,4,25 Nov. 2008,Guys and Doll,8.1,"With Aquaman packing multiplexes across the world, it's time for Vince to capitalize on his success and pick his next project. Ari informs Vince that the dream role of Pablo Escobar in ""Medellin"" is available, and all that he needs to do to land the role is to impress Phil Rubenstein, the film's producer. The entire entourage attends a party at Rubenstein's Santa Barbara mansion, but all of the goodwill that Vince earns is destroyed when a prized model of Shrek disappears from the producer's house during the party. Suspicion immediately turns to Dom, but the ex-con ..."
3,5,2 Dec. 2008,Crash and Burn,8.6,"Facing a scheduling conflict, Vince, Eric and Ari must figure out how to keep the 'Aquaman' sequel afloat without upsetting the Oscar(R)-winning director of 'Medellin.' When Saigon's song finally blows up, Turtle requests a sit-down with Ari."
3,6,2 Dec. 2008,Three's Company,8.8,"It takes Vince to drag Drama away from the mob video game in which his image plays opposite Marlon Brandon as Don Corleone. The boys threesome plays hard to find as Vince refuses to dance to a major studio boss's tune as Ari avidly advised. Even a 12,500,000 offer for Aquaman 2 is ignored, Ari can't even get an audience without finding Drama a part first. Meanwhile the losers envy E an offer from his girl Sloan for a trio with Tori, which he believed a bluff but calling it makes it real."
3,7,9 Dec. 2008,Strange Days,8.3,Aquaman 2 is lost for good. Vince now volunteers to replace Zach Braff to be auctioned as dream-date for charity. Ari gets 12.5 million from Terence and sneakily starts spending it on upgrading his agency. Adam Davies gets wind of this and successfully demands a lucrative partnership. Eric's worrying about waking up spooned with the other trio girl makes it into a problem.
3,8,9 Dec. 2008,The Release,8.7,"Vince may still get a break now that the studio is launching Queens Boulevard commercially, but he agrees with the director their re-cut is artistic murder. Johnny has an Edward Burns pilot audition, but throws a ridiculous tantrum, during which his car is stolen, so he isn't even on time. Now Terrance has signed Ari's settlement, he sets up his agency. As soon as Terrance finds out about the agency, he decides vindictively to stop payments and litigate regardless of cost. Just when people discover they won't be paid, probably for months, Terrance's ex offers Ari a ..."
3,9,16 Dec. 2008,"Vegas Baby, Vegas!",9.1,"Ari wants Vince to work on his image, but is seduced to follow the boys to Vegas, where 'infallible card player' Vince promises to win a fortune. Drama books his favorite masseur, former football star Ken, for 24 hours. Constant praise brings the stud to an unusual, alas wasted intimate move. Turtle manages to land the position of delegating the strippers contest judging, or in his mind 'the perks'."
3,10,16 Dec. 2008,I Wanna Be Sedated,8.5,"Eric insults Ari, who therefore matches him with has-been super-producer Bob Ryan. Drama is driver for one day, as Turtle is supposed to sign his discovery's record contract with Sammy Kane. Alas, star Saigon doesn't show up. The boys track him down, only to face more problems. Meanwhile Vince enjoys a lazy day with his girl-friend, who has a sassy secret."
3,11,23 Dec. 2008,What About Bob?,8.5,"Ari nearly explodes as not only E, but also obnoxious Bob insists on coming along as he tries to sell their Ramone biopic project to a studio. Drama can't unwind for his first day on set as Ed Burns makes his part more challenging. The sting of the problem proves the solution. Meanwhile Turtle wants a pair of exclusive Fukijama sneakers, without standing in line early. Vince initially refuses to ask a celebrity favor, then accepts to do something special himself, in vain. Turtle gets a great surprise, the other boys an uppercut when Ari's trick to dump Bob backfires."
3,12,23 Dec. 2008,"Sorry, Ari",8.7,Vince goes shopping for a new agent with the gang. Ari tries to stop the Vince from getting that new agent.
3,13,30 Dec. 2008,Less Than 30,8.3,"The boys want to pay for Vince's birthday party as their gift, but Turtle's overspending maxes all their credit cards. Desperate to get Vince back as client from Amanda, Ari practically begs for a meeting and throws in the perfect gift - Vince's dream script, but a dead duck according to Amanda. Drama is obsessed with his Burns movie's billboard. Will Vince accept Turtle's way out, and reward Ari's bribery?"
3,14,30 Dec. 2008,Dog Day Afternoon,8.3,"Ari's agency can sign up major gay star Jay Lester, but only if Lloyd uses his charms against his personal preferences. Vince wants a 'couples weekend' in Napa with E, Sloane and a new girl for himself. E worries Sloane won't get on with Lindsay, but the 'test' in L.A. ends up causing trouble. Meanwhile Drama and Turtle trust in their guard dog Arnold to get them weekend dates."
3,15,2 Jan. 2009,Manic Monday,8.6,"Now Ari acts all neurotic, having lost Vince as client, his wife drags him to yet another therapist, where he denies caring for any client. The boys realize they can't rally say no to Amanda just because she's too hot. After Ari admits being unable to fire blinded employee Rob Rubino, something he normally enjoys sadistically, his therapist recharges his mental energy. Amanda proposes her own surprising solution."
3,16,2 Jan. 2009,Gotcha!,8.5,"Vince accepted Amanda' proposal to defuse the sexual tension by doing it 'once', but they both enjoyed it too much to walk away, another business worry for Eric. When Drama hears his former friend Pauly Shore wants to punk him in the pilot of his new candid camera show, he eagerly accepts. Drama assumes boxer Chuck Liddell practically picking a fight is the gag, but to his horror is punk'd in a lame way, and Chuck swears physical revenge. When Ari's frat friend Scott Siegel visits, present a hot, young Jewish bride and announces he made $45,000,000 with stamps, ..."
3,17,9 Jan. 2009,The Return of the King,8.5,"In his battle with Vince's agent-lover Amanda, who seems to overplay her hand for Arthur Gatoff's 'Bogota' movie, Ari uses the pardon on Yom Kippur and ex-alcoholic Nicky Rubinstein's family. Alas Ari's wife refuses to let him break Sabbath restrictions to help out Nicky. It gets the boys doubt if she sabotages it to keep him in California and counter Ari, so E gets Vince to turn to Ari themselves. Meanwhile Vince has taken the boys to the race track and bets on King's ransom, which loses them one. Yet Drama decided to buy the stallion, although no stud but infertile,..."
3,18,9 Jan. 2009,The Resurrection,8.9,"Drama is so nervous about the first airing of his TV series Five Towns that he can't stand to see any reviews. He finally bites the bullet after an hour of massage- it's murderous, even worse on himself. Vince and E tell Ari he doesn't get them back, they still want Medellin first. Ari arranges lunch with director Joe Roberts, whom the boys convince. But he demands Vince first makes Matterhorn. Instead, the boys decide to bid on the script and produce it themselves. Turtle has a hard time collecting d-Drama's old-timer from the haughty mechanic Rufus, but gets a date ..."
3,19,16 Jan. 2009,The Prince's Bride,8.4,"Vince, Eric and Ari finally try to get ""Medellin"" off the ground. They meet with Yair and Nika Marx to get them to produce it. Problems evolve when Nika seems to be a little bit more interested in Vince than she should. Drama gets an offer from Brett Ratner to star in Rush Hour 3 (2007) and tells everyone about it, but when he meets with Ratner, it is revealed that Ratner made a mistake. Turtle meets with a girl whom he wants to spend the day with, but her father is very strict."
3,20,16 Jan. 2009,"Adios, Amigos",8.7,"Nick Rubinstein steps in as a producer for ""Medellin"". Since there is still not enough money for producing a complete motion picture, the search for a good director who knows how to keep the movie-making process cheap begins. So, Eric and Vince meet with Billy Walsh, who started to work as a porn movie director under the alias Wally Balls, to convince him to direct ""Medellin"". To have this meeting with Billy, Eric had to cancel a date for lunch with Sloan, with whom he had just moved in. After Eric has moved in with Sloan, Turtle and Drama search for a new apartment, ..."
4,1,23 Jan. 2009,Welcome to the Jungle,9.0,"While filming Medellin on location in Colombia, a documentary crew captures the behind-the-scenes action. Caught on film is tension between Billy and Eric, the pursuit of a beautiful actress and Drama's attempt to land a part in the film"
4,2,23 Jan. 2009,The First Cut Is the Deepest,8.2,Vince and the gang return from their Italian vacation. Billy is avoiding showing Eric and Vince the first cut of the movie. Drama volunteers his new condo for a welcome back party for Vince.
4,3,30 Jan. 2009,Malibooty,8.2,"While Eric is trying to figure out how to fix Medellin, Billy submits it to Cannes, a move that will make it difficult for Vince to find work if it is rejected. Drama has a date with a woman he has desired for years, and brings Turtle along for her friend, who turns out to be an older woman. While he reluctantly agrees to continue on with the date, it's Drama who ends up with her. Vince finds himself at Dennis Hopper's house where he bets on a soccer match, with money he doesn't have."
4,4,30 Jan. 2009,"Sorry, Harvey",8.7,Eric has to tell Harvey that he doesn't own Medellin and will be going to Cannes. Drama must take the Beverly Hills mayor out on the town so he can be annexed into that area.
4,5,6 Feb. 2009,The Dream Team,8.4,"When Billy accuses Eric of leaking the Medellin trailer on YouTube, their already strained relationship goes from bad to worse. Meanwhile, Ari lines up Vince's next dream project, and Drama will go to any lengths to buy a hat."
4,6,6 Feb. 2009,The WeHo Ho,8.2,"Ari must convince Lloyd to come back to work after Lloyd has a nasty breakup with Tom, Turtle's shady cousin makes them an offer they cant refuse."
4,7,13 Feb. 2009,The Day Fuckers,8.6,"Capitalizing on a romance-related bet with E and Vince on who can score with the ladies first, Drama takes Turtle under his wing to the one place where love knows no boundaries: Craigslist."
4,8,13 Feb. 2009,Gary's Desk,8.1,"While E gets a new office and tries to announce his position as Vince's manager, Vince and Turtle fight with Gary Busey over an antique desk with a rich Hollywood history."
4,9,20 Feb. 2009,The Young and the Stoned,8.3,"Eric gets into a car accident with Anna Faris. After she gives him his number so he could call for her insurance, he tries to contact her, but finds out she gave him a wrong number. So, he uses a star map to look up her address and goes to her house to talk to her. When they meet, they get along well and Eric actually drives Anna to a meeting for a movie. Meanwhile, Turtle is desperate because the boys ran out of weed, and while getting new drugs, Turtle, accompanied by some girls, gets stopped by the police. Ari has an argument with Mrs. Ari, because she wants to ..."
4,10,20 Feb. 2009,Snow Job,8.2,"While Vince is determining whether or not he wants to do Billy Walsh's next project as a personal favor, E takes on Anna Faris as a new client."
4,11,27 Feb. 2009,No Cannes Do,8.1,"Vince and co. are headed to Cannes for the premiere of the Medellin, but it's complicated when LAX is shut down due to a terror alert scare."
4,12,27 Feb. 2009,The Cannes Kids,8.8,"The boys are in Cannes trying to seal the deal on Meddellin with big studio before the screening, while Yair Marx tries to buy them out with loads of cash. Meanwhile Johnny Drama finds his ""true love""."
5,1,25 Sep. 2009,Fantasy Island,8.2,"After ""Medellin"" bombs at Cannes, Vince hides out in Mexico. Drama's star status rubs some people the wrong way at a photo shoot."
5,2,25 Sep. 2009,Unlike a Virgin,8.0,Eric tries to make a deal for 2 new clients. Drama does whatever it takes to keep his relationship with Jacqueline. An old flame returns to Vince.
5,3,2 Oct. 2009,The All Out Fall Out,8.9,A cash-strapped Vince searches high and low for any type of paying job. Ari and Adam Davies battle it out.
5,4,2 Oct. 2009,Fire Sale,8.4,"Eric, Vince, and Ari go all out to sell their new movie. Drama has another memorable turn on a talk show."
5,5,9 Oct. 2009,Tree Trippers,8.5,"Facing a big decision about Vince's career, the boys head out of town to contemplate their next move. Lloyd must back Ari at a crucial time."
5,6,9 Oct. 2009,Redomption,8.1,"Vince's old friend, Dom, calls him for help. Turtle is reduced to being Drama's assistant. Ari squares off against Alan Gray over Vince's career."
5,7,16 Oct. 2009,Gotta Look Up to Get Down,8.9,Vince meets a hot supermodel during a photo shoot. Ari wheels and deals while at a funeral.
5,8,16 Oct. 2009,First Class Jerk,8.7,Vince has to go behind Ari's back to meet with a director. Turtle meets Jamie-Lynn Sigler.
5,9,23 Oct. 2009,Pie,8.1,"Vince has problems on the set of ""Smokejumpers."" Ari meets up with a former colleague."
5,10,23 Oct. 2009,Seth Green Day,8.1,"Vince is having problems with the director of ""Smokejumpers."" Eric finds out Seth Green could be the star of Charlie's pilot."
5,11,30 Oct. 2009,Play'n with Fire,8.9,"Vince and Werner disagree on a crucial scene in ""Smoke Jumpers."" Turtle arranges a secret rendezvous."
5,12,30 Oct. 2009,Return to Queens Blvd,9.2,"The boys return to New York, where Eric meets with Gus Van Sant and Drama looks to invest some of his new fortune. Vince runs into an old girlfriend."
6,1,19 Mar. 2010,Drive,8.5,Vince has to get his license while promoting his new movie. Lloyd demands a promotion. Eric considers buying his own house.
6,2,19 Mar. 2010,Amongst Friends,8.3,"Eric has a ""non-date"" with Sloan at Vince's movie premiere. Turtle's relationship with Jamie-Lynn Sigler goes public."
6,3,26 Mar. 2010,"One Car, Two Car, Red Car, Blue Car",8.0,Turtle considers a new career path and enlists Ari's help. Charlie's new TV show may spell problems for Eric.
6,4,26 Mar. 2010,Running on E,7.8,"Lloyd is sent to spy on Andrew Klein. Drama must prepare for a romantic scene on his show. Turtle gets a new wardrobe, courtesy of Jamie-Lynn, and Vince keeps himself occupied between projects."
6,5,2 Apr. 2010,Fore,8.1,Vince and Drama take on Tom Brady and Mark Wahlberg at a charity golf event. E gets an unexpected job offer. Ari is in trouble with Mrs. Ari.
6,6,2 Apr. 2010,Murphy's Lie,8.0,Drama warns Jamie-Lynn about a sleazy network executive. E must clear the air with Ashley. Ari has problems at work with Marlo Klein.
6,7,9 Apr. 2010,No More Drama,8.1,"The house has a break-in. Drama must make amends with a studio executive, and E goes up against a co-worker at his new job."
6,8,9 Apr. 2010,The Sorkin Notes,8.3,Eric rethinks his status with both Sloan and Ashley. Ari must perform damage control due to Andrew Klein's meltdown. The boys beef up security at the house.
6,9,16 Apr. 2010,Security Briefs,8.0,The boys worry about security at the house. Adam Davies' revenge for Ari stealing Zac Efron as a client involves Lloyd. Drama turns into a private eye to find Vince's new stalker. Ashley demands a more honest relationship with Eric.
6,10,16 Apr. 2010,Berried Alive,8.1,"Conflict erupts between Ari and Lloyd when Drama wants to leave ""Five Towns"" for a role in the new ""Melrose Place"" series. Turtle's relationship with Jamie-Lynn Sigler is complicated by a tryst with a co-ed."
6,11,23 Apr. 2010,Scared Straight,8.3,"Suspicions arise when Terence wants to sell Ari his share of Ari's old agency. Drama goes on an audition for the new ""Melrose Place."" Eric goes to the doctor after receiving some disturbing news."
6,12,23 Apr. 2010,Give a Little Bit,9.3,"Vince prepares to film in Italy. Eric's luncheon date with Sloan doesn't go as planned. Drama considers leaving the business, and Turtle tries to win back Jamie-Lynn Sigler. Ari and his wife debate on whether or not to buy his old company."
7,1,24 Jun. 2011,Stunted,8.0,"E and Ari panic when Vince agrees to do his own stunts in the new Nick Cassavetes movie. Drama and Turtle have work issues of different kinds, and Ari considers a foray into the NFL."
7,2,24 Jun. 2011,Buzzed,7.9,"Following his successful car-jumping stunt, Vince's devil-may-care attitude causes problems for Ari, who is negotiating with the NFL. Eric is dragged into Drama's search for a TV series. Turtle has problems with an ex-employee."
7,3,1 Jul. 2011,Dramedy,7.6,Eric and Phil Yagota try to convince Drama to work on a sitcom. Turtle gains an unlikely partner in a new business venture. Ari and Barbara Miller clash over giving Lizzie a promotion.
7,4,1 Jul. 2011,Tequila Sunrise,8.0,"After a disastrous meeting with John Stamos, Drama asks advice from Bob Saget to fix the situation. Turtle is skeptical when Alex proposes a new business deal; Eric and Scott try to keep Vince's career and their new business moving forward."
7,5,8 Jul. 2011,Bottoms Up,8.2,Ari tries to make deals with several high-profile celebrities to protect himself against Lizzie's plans. Vince meets porn star Sasha Grey and introduces her to Stan Lee. Drama has to compete for work against Bob Saget.
7,6,8 Jul. 2011,Hair,8.0,Ari clashes with Amanda Daniels over the Lizzie Grant situation. Vince's erratic behavior intensifies. Billy Walsh makes a peace offering to E and Drama.
7,7,15 Jul. 2011,Tequila and Coke,7.9,Vince's behavior worries his new director. Billy Walsh's newest pitch for a show rankles Drama but intrigues Eric. Ari must negotiate with Lizzie Grant to retrieve incriminating evidence.
7,8,15 Jul. 2011,Sniff Sniff Gang Bang,7.9,"Sasha gets an offer she can't refuse to star in another porn film. Ari goes all out to repair his damaged image. Turtle has problems with the tequila line, and Drama isn't enthusiastic about a show the network wants for him."
7,9,22 Jul. 2011,Porn Scenes from an Italian Restaurant,8.0,Vince tries to get Sasha a role in his new movie to keep her from starring in an adult film. Turtle goes behind his boss' back to meet with Mark Cuban. Ari loses a business deal to Amanda Daniels.
7,10,22 Jul. 2011,Lose Yourself,9.0,"Ari's surprise birthday for Mrs. Ari is undermined by work. The boys are worried about Vince's out-of-control behavior, Eric receives a business proposal from Terrance, and Turtle could lose the tequila business."
8,1,13 Jul. 2012,Home Sweet Home,8.2,"Drama freaks out when Vince returns from rehab and the gang decides to throw a huge party to celebrate. Elsewhere, E and Scott's new company is thriving and Drama clashes with his animated show's costar."
8,2,13 Jul. 2012,Out with a Bang,8.0,"Vince writes a screenplay and Billy Walsh decides to use Drama as the lead. Meanwhile, Ari learns what Mrs. Ari has been up to and now has a sworn enemy."
8,3,20 Jul. 2012,One Last Shot,8.1,"Vince tries to help out a fellow addict but things end badly. Ari decides to rekindle an old relationship. Turtle receives news from Carlos about his investment in Avion. Drama continues to clash with his ""Johnny Goes Bananas"" costar Andrew Dice Clay."
8,4,20 Jul. 2012,Whiz Kid,7.9,"Ari continues his fling with former flame, Dana Gordon. After a bad session of couples therapy, Ari takes Dana out to Bobby Flay's restaurant to get back at his wife. Dana learns of Ari's real motives and storms out. Mrs. Gold then accuses Ari of cheating on her with Dana while they were still together, which Ari immediately denies."
8,5,27 Jul. 2012,Motherfucker,8.0,Drama tries to get Andrew Dice Clay back on his show; Vince does a Vanity Fair interview; Ari has an awkward meeting with Dana Gordon.
8,6,27 Jul. 2012,The Big Bang,7.8,"Vince tries to make things right with journalist Sophia Lear. Ari gets a reality check about his divorce. Eric receives an over-the-top gift, and some unsettling news. Turtle meets with his East Coast partners on a new venture. Drama shows his solidarity."
8,7,3 Aug. 2012,Second to Last,8.5,"Vince continues to woo Sophia. The DeLucas fall in love with a pricey restaurant space, forcing Turtle to pitch his investors for more money. Distraught over Sloan, Eric turns to Melinda (again). Ari connects with Vince and Drama's miner movie script."
