season,episode,release,title,rating,description
1,11,26 Mar. 2006,The Spoils,9.0,"Rejected by Vorenus and Eirene and racked by guilt for the killing of Eirene's fiancé out of a jealous rage, Pullo has sunk to working as an assassin for the gangster Erastes. When Pullo gets arrested for killing one of Caesar's popular opponents, he condemns himself by refusing to name who hired him, despite Octavian's attempts to defend him. Meanwhile, Vorenus finds his new official duties as magistrate tedious, especially when he gets caught between Caesar and the demands made by veterans' spokesman Mascias. Niobe revels in the prestige of Vorenus's office until ..."
1,12,2 Apr. 2006,Kalends of February,9.2,"Vorenus' defense of Caesar lands him in an unexpected position of power within Rome. Meanwhile, Servilia hurls the final obstacle in her ambitious and complex revenge plan against Atia."
2,1,16 Sep. 2007,Passover,8.8,"In the wake of Caesar's death, Mark Antony considers a move north, while Vorenus issues a curse he soon regrets."
2,2,27 Sep. 2007,Son of Hades,8.6,"Even though his wife and children are avenged by the Erastes killing, Lucius Vorenus keeps mourning for over a month till Pullo gets Marc Antony who scolds him for Caesar's death and the continuing bloody Aventine gang riots that have resulted in the gangs wanting to fill the void left by Erastes sudden demise. Octavian is losing patience with Marc Antony for payment of Caesar's inheritance. Meanwhile, Queen Cleopatra of Egypt arrives in Rome to pay her respects to Caesar and she also negotiates with Antony's military protection for her Pharaonic throne in exchange ..."
2,3,4 Oct. 2007,These Being the Words of Marcus Tullius Cicero,8.3,"Lucius Vorenus, the power-hungry ""Son of Hades"", controls the Aventine but practices a pointless, beastly reign of terror, coming down hard on gang captains for futilities, and nearly ruins his friendship with Pullo, whose efforts to calm things down are mistaken for disrespect and disobedience, even starts a fight once he learns the truth about Niobe; Pullio leaves Rome disgusted. After Atia convinces Marc Antony the governorship of ghastly Macedonia after his consulate would not only be unpleasant but leave him exposed to his dangerous enemies, he puts the heat on ..."
2,4,11 Oct. 2007,Testudo et Lepus (The Tortoise and the Hare),8.6,"Having learned that Vorenus' children are alive, Pullo sets off to find him in Gaul where he is again a serving soldier in Mark Antony's army. He had hoped to arrive before Octavian and Antony's armies meet in battle. Too late however, he is forced to find what is left of Antony's army in the mountains. He finds Vorenus alive and well, if somewhat battle worn, and they set off to find the children. The victorious Octavian plans his return to Rome. In Western Turkey, Brutus and Cassius amass their own army, now 9 Legions strong. In Rome, Servilia's attempt to kill Atia..."
2,5,18 Oct. 2007,Heroes of the Republic,8.4,"Vorenus and Pullo return to the Collegium in Rome with Vorenus' family, but some of the ""changes"" that Pullo had warned him about regarding his two daughters Vorena both the Elder and Younger, as well as his wife's son, begin to manifest themselves into hostility and resentment. But Vorenus is completely oblivious to this, and is too blissfully happy to return to the role of 'father'. Meanwhile, Octavian finally returns and manages to negotiate the Senate Consul's seat from a scheming Cicero, but in spite of his promise to 'faithfully follow' the older man's counsel, ..."
2,6,25 Oct. 2007,Philippi,8.8,"Cicero is finally undone by his duplicity in the form of Titus Pullo, acting upon Octavian's request to assassinate all supporters of Brutus in Rome. Pullo and Vorenus enjoy a happy if counterfeit outing with their families in the countryside to hide their assassin mission. Vorena the Elder's dangerous dalliance with one of Mimeo's men continues, and the torrid affair between Octavia and Agrippa escalates. Atia's casual cruelty to ask for the assassination of people she doesn't like results in complete disaster for Octavia's friend Jocasta. Elsewhere, the headstrong ..."
2,7,1 Nov. 2007,Death Mask,8.3,"Inconsolable at the death of Brutus at Philippi, Servilia makes her final bid to gain the ultimate vengeance against Atia. Meanwhile, Eirene and Gaia have a major falling-out, prompting Eirene to demand that Pullo properly chastise the slave. When he does, the dynamic between the two of them changes in a violent and unexpected fashion. King Herod engages Mark Antony as a reluctant ally by offering a generous gift of 20,000 pounds of gold, and when Posca is excluded from sharing in the windfall, he engineers a move behind-the-scenes that will once again strain the ..."
2,8,8 Nov. 2007,A Necessary Fiction,8.7,"Octavian takes a new bride, Livia, and then introduces her to his family in a startling way... by having her witness the punishment he metes out to Atia and Octavia, for secretly defying the social constraints established through the facade of Octavia's ""marriage"" to Mark Antony. The vengeful Gaia carries out her plan to poison Eirene, which produces most dire consequences for Pullo, and no one else is the wiser. Meanwhile, Octavian, Antony, Maecenas, and their associates barely maintain their relationships of congenial contempt and hypocrisy, as everyone tries to ..."
2,9,15 Nov. 2007,Deus Impeditio Esuritori Nullus (No God Can Stop a Hungry Man),8.8,"Seven years have passed since Antony's departure from Rome, and the former commander, dissipated and debauched - held in thrall by the charms and sexual prowess of his new bride, Cleopatra, withholds precious shipments of grain from Rome, where people die in the streets from hunger. Unable to incite a war with Antony and Egypt without committing political suicide, Octavian sends Atia and Octavia to Alexandria to mediate and reason with Antony; a strategy which proves predictably unsuccessful. However, former Roman senator Posca and his wife, Jocasta, flee Alexandria ..."
2,10,22 Nov. 2007,De Patre Vostro (About Your Father),9.0,"With the defeat of the Egyptian fleet at Actium, Mark Antony and Cleopatra retreat to their palace and await their fate. Believing that Cleopatra has taken her life, Mark Antony decides follow her into the afterlife. She has other plans however and is quite prepared to negotiate with Octavian if there is any possibility her life and those of her children will be spared. Cleopatra asks Vorenus to take her son Caesarian to safety and Octavian sends Pullo after them. The old friends are soon together again but are waylaid by bandits. With Vorenus severely wounded, Pullo ..."
