season,episode,release,title,rating,description
2,15,24 Jan. 2009,Lucky Penny,8.4,"When Ted misses his important business trip to Chicago, he tries to trace his steps back to the original incident that triggered the series of events that made him miss the flight."
2,16,24 Jan. 2009,Stuff,8.5,"Ted tries to get rid of everything he received from other women at Robin's request, but getting rid of the stuff Robin received from other men won't be as easy. Meanwhile, Barney gets revenge on Lily for making him attend her terrible play."
2,17,31 Jan. 2009,"Arrivederci, Fiero",8.3,"When Marshall's car doesn't quite make it to 200,000 miles without dying completely, everybody reminisces about their greatest memories with the car."
2,18,31 Jan. 2009,Moving Day,8.1,"Ted and Robin decide to move in together, but nobody appears to be happy with the new living arrangements--especially Barney."
2,19,7 Feb. 2009,Bachelor Party,8.4,"Ted changes Barney's bachelor party plans for Marshall at the last minute, so that it won't just consist of gambling and cheap strippers. And Robin gets Lily an inappropriate shower party gift."
2,20,7 Feb. 2009,Showdown,8.9,"Barney becomes a contestant on ""The Price Is Right"" so that he can confront Bob Barker, because he believes that the game show host is his biological father."
2,21,14 Feb. 2009,Something Borrowed,8.8,"Marshall and Lily's wedding is destined to become a disaster, until fate intervenes and makes it perfect."
2,22,14 Feb. 2009,Something Blue,8.8,"As the happy couple celebrate their wedding, Ted and Robin tell Barney about the latest development of their relationship."
3,1,21 Feb. 2009,Wait for It,8.3,"Ted's still not ready to date months after his breakup with Robin. But when Robin returns to New York with an exotic new boyfriend, he decides it's time to finally do something adventurous."
3,2,28 Feb. 2009,We're Not from Here,7.7,"Ted and Barney pose as tourists to pick up on a couple of New York women, and Robin starts getting fed up with her new boyfriend."
3,3,7 Mar. 2009,Third Wheel,8.1,"Ted has a chance for a threesome with two women, but Barney and Lily try to sabotage it. Meanwhile, Robin's date also goes better than expected, if only she can find a razor."
3,4,14 Mar. 2009,Little Boys,7.8,"Robin tries to date a guy with a child, even though she does not like or want children. Meanwhile, Ted finds it impossible to make it with a woman he knows that Barney slept with a year ago."
3,5,21 Mar. 2009,How I Met Everyone Else,9.0,"While everyone meets Ted's new crazy girlfriend, everyone recounts their stories of how they met everyone else. But the stories turn out to have several inconsistencies."
3,6,28 Mar. 2009,I'm Not That Guy,8.1,"Ted discovers that a porn star is using his name. Marshall is wined and dined by a firm that defends polluters, and Lily's spending habits may force him to take the job."
3,7,4 Apr. 2009,Dowisetrepla,8.0,"Marshall and Lily decide to buy a new home, which forces Lily to finally confront Marshall about her credit card debt."
3,8,11 Apr. 2009,Spoiler Alert,9.1,"The guys shatter Ted's impressions of his new girlfriend by telling him she talks too much. Ted responds by turning the tables on his friends, and they react by pointing out Ted's worst flaw."
3,9,18 Apr. 2009,Slapsgiving,9.0,"Marshall warns Barney that the third slap in their ""slap bet"" will be coming on Thanksgiving night. Meanwhile, Ted and Robin sleep together on the night before Thanksgiving."
3,10,25 Apr. 2009,The Yips,8.0,Barney has trouble hitting on women at the Victoria's Secret after party and so has to return to the woman who took his virginity.
3,11,2 May 2009,The Platinum Rule,8.5,Barney and the gang try to convince Ted not to date the doctor that is removing his tattoo by giving examples of the Platinum Rule.
3,12,9 May 2009,No Tomorrow,8.2,"On St-Patrick's Day, Ted follows Barney to a bar to party like there's no tomorrow, while Robin discovers something strange about Marshall and Lily's new apartment."
3,13,16 May 2009,Ten Sessions,8.8,"As the search for Mrs. Right continues, Ted woos his dermatologist Stella -- but her receptionist, Abby, seems more interested in him."
3,14,23 May 2009,The Bracket,8.7,"One of Barney's exes is sabotaging his love life, but he doesn't know who. So he makes a NCAA Basketball Tournament-style bracket to figure out which women he wronged the worst."
3,15,30 May 2009,The Chain of Screaming,8.0,"Marshall cries in front of his boss after he chews him out, and everybody gives Marshall their own unique advice on how to confront his boss about the situation."
3,16,6 Jun. 2009,Sandcastles in the Sand,8.3,"Robin gives romance a second try with an old boyfriend, only to have him break her heart...again."
3,17,13 Jun. 2009,The Goat,8.2,"Barney is upset because he violated his own ""bro code"" by sleeping with Robin. How will Ted react when he learns that Barney slept with his ex-girlfriend?"
3,18,20 Jun. 2009,Rebound Bro,8.1,"Barney finds a new wingman to replace Ted, but he's painfully shy and awkward around women. Meanwhile Ted discovers that his new girlfriend Stella hasn't had sex in 5 years."
3,19,27 Jun. 2009,Everything Must Go,7.8,"Barney helps Abby get back at Ted by staging a fake proposal, but Abby doesn't realize that it's fake. Lily decides to sell some of her paintings so that she and Marshall can pay for floor repairs at their new place."
3,20,4 Jul. 2009,Miracles,8.7,"Ted breaks up with Stella but immediately wants to take it back after a life-changing experience. However, Stella doesn't realize that he broke up with her. Meanwhile, Barney has a serious accident on his way to see Ted in the hospital."
4,1,28 Nov. 2009,Do I Know You?,8.6,"Ted and Stella get engaged, but Ted soon learns that he doesn't know anything about her. Meanwhile, Barney confesses to Lily that he's in love with Robin"
4,2,28 Nov. 2009,The Best Burger in New York,8.5,"Marshall claims that he had the best hamburger in the world during his first week in New York City, but he forgot where the burger joint is located. The gang then hits the streets of Manhattan to help him find it."
4,3,5 Dec. 2009,I Heart NJ,7.7,Ted does not want to move in with Stella because he hates New Jersey. Robin prematurely quits her TV job because she incorrectly thinks that she already has a new job.
4,4,5 Dec. 2009,Intervention,8.8,"Ted, Robin, Marshall, and Lily all begin getting cold feet because of their imminent life changes, and Barney tries to prove that he can pick up a woman while posing as an 80-year-old man."
4,5,12 Dec. 2009,Shelter Island,8.3,"Ted and Stella move up their wedding date, but the wedding may not go off as planned after Ted breaks the ""No Exes Rule"" and invites Robin to come in from Japan for the wedding."
4,6,12 Dec. 2009,Happily Ever After,8.0,The gang tries to hide from Stella when they discover that they are eating at the same restaurant.
4,7,19 Dec. 2009,Not a Father's Day,7.9,"While Barney celebrates a pregnancy false alarm, Marshall and Lily try to figure out if it's time to have a baby."
4,8,19 Dec. 2009,Woooo!,8.1,"Lily is disappointed to discover that Robin is secretly a ""Woooo! Girl,"" and Barney secretly sabotages Ted's chance to get the contract to design a new bank skyscraper."
4,9,2 Jan. 2009,The Naked Man,9.2,"When the gang learns that a bold, desperation date move got Robin into bed, Ted and Barney decide to try it out for themselves."
4,10,2 Jan. 2010,The Fight,8.3,"The guys get invited to fight alongside Doug the Bartender. However, the fight doesn't go exactly how they imagined it to."
4,11,9 Jan. 2010,Little Minnesota,8.1,"Ted tries to keep his irresponsible sister from hooking up with Barney during her trip to New York, and Robin starts hanging out with Marshall at a bar for Minnesotans, not telling them that she's really Canadian."
4,12,9 Jan. 2010,Benefits,8.6,"Ted and Robin discover that sex with each other solve their fights as roommates, which makes Barney very jealous and angry. Meanwhile, Marshall reveals that he's too embarrassed to use the office bathroom."
4,13,16 Jan. 2010,Three Days of Snow,8.5,"Ted and Barney get an opportunity to run their own bar during a historic blizzard, while Marshall and Lily try to defy the odds and continue one of their cherished traditions."
4,14,16 Jan. 2010,The Possimpible,8.4,"Robin needs to find a television job in seven days or else she loses her work visa, and Barney volunteers to come to her aid. Meanwhile, Ted, Marshall, and Lily consider cleaning up their resumes"
4,15,23 Jan. 2010,The Stinsons,8.3,"The guys find out that Barney is pretending to have a wife and son to make his mother happy, but the charade is blown when Ted makes a move on Barney's ""wife."""
4,16,23 Jan. 2010,"Sorry, Bro",7.8,"Ted meets with his ex-girlfriend from college--a girlfriend who cheated on him constantly and Marshall and Lily can't stand, and Marshall tells the story about how he forgot to bring his pants to work."
4,17,30 Jan. 2010,The Front Porch,8.4,"Ted becomes angry with Lily when he finds out that she has been sabotaging all his relationships that she did not approve of, including his relationship with Robin."
4,18,6 Feb. 2010,Old King Clancy,7.7,"Barney and Marshall don't tell Ted that the plans for the building he has been working on have been scrapped, and the guys try to figure out which Canadian celebrity Robin slept with."
4,19,30 Jan. 2010,Murtaugh,8.5,"Barney tries to do all the items on Ted's ""I'm to old for this stuff"" list, while Marshall's over-competitive side comes out when he coaches Lily's Kindergarten basketball team."
4,20,6 Feb. 2010,Mosbius Designs,7.7,"Ted's plans to make his own design firm in his apartment hit a snag when his personal assistant begins sleeping with Robin, and Marshall tries to find a way to make himself indispensable at his workplace."
4,21,13 Feb. 2010,The Three Days Rule,8.7,"Ted gets around the three-day rule by texting a woman he just met, but he doesn't realize that he's actually texting Barney and Marshall."
4,22,13 Feb. 2010,Right Place Right Time,8.2,Ted recounts the series of random events that lead up to the chance meeting with the woman who would eventually become his wife.
4,23,20 Feb. 2010,As Fast as She Can,7.7,"Stella's boyfriend Tony breaks up with her after having a conversation with Ted, prompting Stella to come back to Ted with a surprising request."
4,24,20 Feb. 2010,The Leap,8.8,"While Ted struggles with an unorthodox architecture project, Robin finds out that Barney is in love with her, and Marshall threatens to take a long-considered leap from the roof to a neighboring building."
5,1,12 Jan. 2011,Definitions,8.5,"As Ted begins his new career as a professor and is about to meet his future wife, Lily forces Barney and Robin to have ""the talk"" and define their new relationship."
5,2,12 Jan. 2011,Double Date,8.1,"Ted goes on a blind date with the same woman he went on a blind date with seven years ago, and Barney and Marshall find Lily's stripper look-alike."
5,3,19 Jan. 2011,Robin 101,8.4,"When Robin fears that Barney is cheating on her, she soon discovers that he is spending his evenings with Ted learning everything there is to know on how to date her"
5,4,19 Jan. 2011,The Sexless Innkeeper,8.0,"When Lily and Marshall realize that Robin and Barney are the perfect double-date friends, they try too hard to impress and come on too strong. Meanwhile, Ted gets a new nickname from Barney after an unsuccessful hook-up."
5,5,19 Jan. 2011,Duel Citizenship,7.8,"While Barney tries to convince Robin to become an American citizen, Ted and Marshall's fabled road trip takes a wrong turn when Marshall invites Lily."
5,6,19 Jan. 2011,Bagpipes,7.8,"Despite their best efforts to be the perfect couple, Barney's know-it-all attitude gets him in trouble with Robin and they are forced to ask Marshall and Lily for relationship advice."
5,7,26 Jan. 2011,The Rough Patch,7.8,"After Barney and Robin hit a rough patch in their relationship, Lily devises the perfect plan to break them up, calling in help from Robin's famous friend, Alan Thicke."
5,8,26 Jan. 2011,The Playbook,9.4,"When Barney hooks up with a woman Lily had been saving for Ted, she gets revenge by stealing his ""playbook,"" which contains all the moves he uses to pick up women. But will Barney have the last laugh?"
5,9,26 Jan. 2011,Slapsgiving 2: Revenge of the Slap,8.0,"Barney freaks out when Marshall bequeaths a ""slap bet"" slap to Ted and Robin. Meanwhile, Lily's estranged father shows up for Thanksgiving."
5,10,26 Jan. 2011,The Window,8.1,"Maggie a girl next door Ted has wanted to date for years has suddenly broken up with her latest boyfriend, giving him and many other guys a chance to score with her."
5,11,2 Feb. 2011,Last Cigarette Ever,7.8,"Although he vowed to Robin and Marshall that he would never tell them, Ted finally tells his kids that at one time both Robin and Marshall used to smoke. In 2009, they both felt like they had good reason to do so. Marshall, only an occasional smoker, always said that each cigarette was his last. But when his old boss, the meanest man nicknamed Artillery Arthur, became his new boss, he thought he was going to be fired - again. So when Marshall found out that Arthur was a smoker, Marshall used it as a bonding mechanism to keep his job. Robin, at the time anchoring the ..."
5,12,2 Feb. 2011,Girls vs. Suits,9.1,"Barney chooses between wearing suits and sleeping with a sexy bartender. Meanwhile, Ted gets ever closer to meeting ""the mother""."
5,13,2 Feb. 2011,Jenkins,8.6,"When Marshall finds out he's the ""reacher"" in his relationship with Lily and not the ""settler,"" he considers pursuing a sexy and cool female coworker. Meanwhile, Ted finds out Robin is a drinking game for his architecture students."
5,14,2 Feb. 2011,Perfect Week,8.9,When Barney is about to complete the perfect week - landing seven different girls in seven days - the gang roots him on in order to forget about their own miserable week.
5,15,9 Feb. 2011,Rabbit or Duck,8.0,"Barney runs into problems when he displays his cell phone number during the Super Bowl, Ted asks Marshall and Lily to arrange a marriage for him, and Robin thinks that her co-anchor has asked her out on a date."
5,16,9 Feb. 2011,Hooked,7.8,"When the gang tries to convince Ted that he is being strung along by Tiffany, they reflect about relationships where each of them has been in the same situation."
5,17,9 Feb. 2011,Of Course,8.3,"After the guys discover that Robin deliberately got Barney hooked up with an incompatible female writer, they find out that that they didn't realize that Robin hasn't been handling their breakup very well."
5,18,9 Feb. 2011,Say Cheese,8.2,"Ted angers Lily when he brings a random date to her birthday party, so she is forced to remind him of all the other random women he has brought along to important functions, only to discover that they weren't ""the one."""
5,19,16 Feb. 2011,Zoo or False,7.6,"Marshall comes up with a number of different outrageous and embarrassing stories to explain how he was mugged in Central Park, but which of his stories is the truth?"
5,20,16 Feb. 2011,Home Wreckers,7.8,"Ted reacts to his mom's second wedding by making the capricious decision to buy his ""dream house,"" while everyone tries to figure out whether Barney or Robin cried at the wedding."
5,21,16 Feb. 2011,Twin Beds,7.8,"As Robin contemplates moving in with her new boyfriend Don, Ted and Barney both decide that they want her back. Meanwhile, Marshall and Lily think they've revolutionized modern marriage when they begin sleeping in separate beds."
5,22,16 Feb. 2011,Robots vs. Wrestlers,8.2,"Barney is worried that the old gang is falling apart when Ted blows off a ""Wrestlers vs. Robots"" competition so that he can stay at a snobby party."
5,23,23 Feb. 2011,The Wedding Bride,8.1,"Ted is livid when he discovers that the man Stella left Ted for at the altar wrote a blockbuster movie about the incident, and portrays Ted as the bumbling, mean-spirited bad guy."
5,24,23 Feb. 2011,Doppelgangers,8.5,"Marshall and Lily think they've spotted Barney's doppelganger, which means that they can start trying to have a baby, but it's really Barney in disguise. Meanwhile, Ted goes blonde and Robin considers taking an anchor job in Chicago."
6,1,7 Sep. 2011,Big Days,8.2,"Ted musters up the courage to talk to a girl at the bar, but then discovers she's there with one of his exes. Meanwhile, Lily is mad at Marshall because he told his dad they're trying to have a baby, and Robin lets herself go."
6,2,7 Sep. 2011,Cleaning House,8.3,"The gang accompanies Barney and his brother James after they find the man who may be Barney's father, but it turns out to be James' father instead."
6,3,14 Sep. 2011,Unfinished,7.8,"When Ted declines Barney's offer to design the new GNB building, Barney ties to woo him by using all of his best womanizing tactics. Meanwhile, Robin is still not over her relationship with Don and drunk dials him."
6,4,14 Sep. 2011,Subway Wars,8.6,"The guys race each other, each using a different form of transportation, from the pub to a restaurant seven miles away because a friend claims that Woody Allen is there."
6,5,21 Sep. 2011,Architect of Destruction,7.8,"Is Ted having second thoughts about designing GNB's new skyscraper because it would tear down a landmark, or because he's trying to impress a woman? Meanwhile, Lily shares a secret about Robin's new boyfriend with Marshall."
6,6,21 Sep. 2011,Baby Talk,7.8,"Marshall takes steps to make sure that he and Lily have a baby boy, but Lily has other ideas. Meanwhile, when Ted begins dating Robin's co-anchor, Barney is inspired to use baby talk to pick up women, and Robin feels betrayed."
6,7,28 Sep. 2011,Canning Randy,7.7,"Marshall struggles to fire an incompetent employee, everyone tries to figure out whom Robin slept with Halloween night, and Zoey, the GNB skyscraper protester, finds a way to turn Ted's class against him."
6,8,28 Sep. 2011,Natural History,8.1,"Ted and Zoey's feud continues during a fundraiser at the Museum of Natural History. Meanwhile, Marshall confesses to Lily that he enjoys his job at GNB, and a prank by Barney and Robin may lead Barney to his real father."
6,9,5 Oct. 2011,Glitter,8.5,"While Barney finds a new video from Robin's Canadian teen star past, Lily fears that a baby could come between her friendship with Robin. Meanwhile, Ted's obnoxious old friend, ""Punchy,"" comes from Cleveland for a visit."
6,10,5 Oct. 2011,Blitzgiving,9.1,"When Ted leaves the bar early to prepare a Thanksgiving feast for his friends, the gang winds up partying all night with The Blitz, an old friend from college who has bad luck. As a result, Ted is forced to spend Thanksgiving with Zoey."
6,11,12 Oct. 2011,The Mermaid Theory,8.0,"Ted goes on a boating trip with Zoey's husband, ""The Captain."" Meanwhile, Barney's ""Mermaid Theory"" prevents Marshal from having a nice dinner with Robin, and the narrator tries to recall the details of a fight between Lily and Barney."
6,12,12 Oct. 2011,False Positive,8.2,"Barney and Robin contemplate drastic positive changes in their lives when Marshall and Lily announce that Lily is pregnant, but renege on their promises when Marshall and Lily tell them that it was a false positive."
6,13,19 Oct. 2011,Bad News,8.9,"Marshall suspects that he is the reason Lily can't get pregnant after meeting a fertility doctor who also happens to be Barney's doppelganger. Meanwhile, Robin's embarrassing past is revealed at work by her former co-anchor."
6,14,19 Oct. 2011,Last Words,8.6,"The gang tries to support Marshall and Lily tries to help his mom during Marshall's father's funeral, but Marshall becomes preoccupied when he discovers that he has one final voicemail message from him."
6,15,26 Oct. 2011,Oh Honey,8.8,"Ted discovers that he is in love with Zoey after she tries to set him up on a date with her naive cousin, and he cuts off their friendship as a result. But little does he know that her marriage status has changed and she loves him too."
6,16,26 Oct. 2011,Desperation Day,8.1,"Lily goes to Minnesota to bring Marshall back, but he's not ready to leave yet. Meanwhile, Ted and Zoey's relationship gets off to a rocky start, and Barney searches for a female ""victim"" the night before Valentine's Day."
6,17,26 Oct. 2011,Garbage Island,7.7,"The Captain asks Ted to help find out who stole Zoey away from him, Marshall withholds sex until he does something to help the environment, and Barney is reluctant to admit that he has a crush on Robin's friend."
6,18,26 Oct. 2011,A Change of Heart,8.3,"The gang gets mad at Barney when he lies to Nora and says he wants to get married and have a family to impress her, and Robin begins dating a guy who seems to possess several canine characteristics."
6,19,16 Nov. 2011,Legendaddy,8.3,"Barney finally meets his biological father, but is disappointed to discover that he leads a boring life and is nothing like him."
6,20,16 Nov. 2011,The Exploding Meatball Sub,7.7,"Despite Zoey still opposing the new GNB headquarters being built on the Arcadian Hotel site, Ted and Zoey's personal relationship is thriving. That issue is only one of the many disagreements in their life, which Ted likens to the two challenging each other mentally. On the other hand, he sees Marshall and Lily's relationship as being boring, as they agree on everything to the point of them almost melding into one person. Lily and Marshall, on the other hand, see their relationship as being supportive, the way that relationships should be, whereas they see Ted and ..."
6,21,23 Nov. 2011,Hopeless,8.0,"When Barney tries to bond with his father, he asks the gang to help make his life seem more exciting by lying about their own lives. Meanwhile, Robin runs into a guy she has a crush on."
6,22,23 Nov. 2011,The Perfect Cocktail,7.9,"When Marshall switches sides on the Arcadian dispute, his friendship with Barney is compromised and the gang is banned from the bar. Meanwhile, Ted finally finds the courage to confront Zoey about the same topic."
6,23,30 Nov. 2011,Landmarks,7.8,"Ted is forced to make the final decision on whether he thinks The Arcadian should be declared a landmark, and his future with Zoey and Barney's future at GNB hinge on his decision."
6,24,30 Nov. 2011,Challenge Accepted,8.5,"In the aftermath of Ted and Zoey's break-up, Ted is having second thoughts. He is freaking out about an issue with the GNB headquarters, and historically when Ted freaks out about something, he turns to dating an old girlfriend if only for something comfortable and familiar, however bad returning to that relationship ended up being. When Barney and Robin find out that Ted is going to meet Zoey to get back together with her, they have to try and figure out where that meeting place is so that they can stop him. Beyond piecing together this puzzle, Barney and Robin's ..."
7,1,11 Jan. 2012,The Best Man,8.6,"While Barney prepares for his wedding to a mystery bride, he and Ted reminisce about Punchy's wedding, including when Marshall and Lily announced they were having a baby. Meanwhile, Robin considers telling Barney she has feelings for him."
7,2,18 Jan. 2012,The Naked Truth,8.1,"Ted tries to choose a date for the Architect's Ball, an embarrassing Internet video could cost Marshall a new job, and Barney makes a bold move to prove to Nora that he's a changed man."
7,3,25 Jan. 2012,Ducky Tie,8.9,"At the Architect's Ball, Ted runs into Victoria, who tells him that she's getting married. Meanwhile, Barney places an unlikely wager with Marshall and Lily in order to see Lily's breasts."
7,4,1 Feb. 2012,The Stinson Missile Crisis,8.1,"Jealous over Barney's relationship with Nora, Robin tells her court-appointed therapist the series of events that led up to the assault that she committed."
7,5,8 Feb. 2012,Field Trip,7.5,"Robin tries to date her therapist, Marshall thinks his boss has gone soft on environmentalism, Barney suspects that Nora may be lying about her age, and Ted takes his Intro to Architecture class on the worst field trip ever."
7,6,15 Feb. 2012,Mystery vs. History,7.8,Ted agrees to go on a date without researching her on the Internet beforehand; Barney urges Marshall and Lily to find out and reveal the gender of their child; and Kevin tries but fails to avoid passing judgment on the group.
7,7,22 Feb. 2012,Noretta,7.7,"Kevin's declaration that everybody marries their parents ruins Marshall and Lily's romantic evening, but will anything keep Barney from getting lucky with Nora? And will Kevin finally get fed up with Ted and Robin's close relationship?"
7,8,29 Feb. 2012,The Slutty Pumpkin Returns,7.5,"Ted finds his long-lost crush from a Halloween party 10 years ago, but will there be any chemistry? Meanwhile, Lily's ""pregnancy brain"" convinces her to move to the suburbs, and Barney finds out he's one-quarter Canadian."
7,9,7 Mar. 2012,Disaster Averted,8.3,"The gang explains to Kevin the origins of the ""No Boogie-Boarding"" sign in front of MacLaren's, which has to do with Hurricane Irene. Meanwhile, Barney negotiates with Marshall about how to get out of wearing the ducky tie."
7,10,14 Mar. 2012,Tick Tick Tick,9.0,"Barney and Robin are afraid to break the news to Nora and Kevin that they cheated with each other and want to get back together, while Ted and Marshall get stoned together at a concert."
7,11,21 Mar. 2012,The Rebound Girl,8.0,"While Robin tries to talk Marshall and Lily out of moving to Long Island, Ted and Barney make the decision to become ""bro-parents."""
7,12,10 Oct. 2012,Symphony of Illumination,8.8,"After Robin tells Barney that she's pregnant with his child, she receives some shocking news from her doctor. Meanwhile, a neighborhood teen plays a trick on Marshall while he decorates his house with Christmas lights."
7,13,17 Oct. 2012,Tailgate,7.8,"After celebrating New Year's Eve, Marshall visits his father's graveside to carry on their tradition of tailgating. Meanwhile, Barney and Ted open a bar called ""Puzzles,"" and Robin is forced to fill in for an inebriated news anchor."
7,14,24 Oct. 2012,46 Minutes,7.7,"While Marshall and Lily spend their first night in their new home after deciding to permanently move to Long Island, Barney takes over as group leader in Manhattan--both with disastrous results."
7,15,31 Oct. 2012,The Burning Beekeeper,7.3,Lily and Marshall throw a housewarming party where Ted nearly comes to blows with Marshall's boss; Barney hits on a crazy divorcee.
7,16,7 Nov. 2012,The Drunk Train,8.1,"Kevin proposes to Robin, but will he take it back when Robin tells him she can't have children? Meanwhile, Barney and Ted try to score on the ""drunk train"" to Long Island, but something is surprisingly holding Barney back."
7,17,14 Nov. 2012,No Pressure,8.4,"While Ted waits to find out whether Robin loves him back, he discovers that Marshall and Lily have been trying to influence him in opposite directions to win a bet. Meanwhile, Barney tries to find Marshall and Lily's sex tape."
7,18,21 Nov. 2012,Karma,8.0,"Barney gets played and heart-broken over a stripper named ""Karma,"" Robin becomes bored with her life on Long Island with Marshall and Lily, while Ted searches for a hobby to fill the empty space in Robin's old room."
